RespondentId,opdata_CourseID,Q1MaincellgroupRow1,Q1MaincellgroupRow2,Q1MaincellgroupRow3,Q1MaincellgroupRow4,Q1MaincellgroupRow5,Q1MaincellgroupRow6,Q1MaincellgroupRow7,Q1MaincellgroupRow8,Q1MaincellgroupRow9,Q1MaincellgroupRow10
480382,PhysA-S216-01,3,4,3,2,3,4,3,2,4,4
489119,FrScA-S216-01,5,4,3,1,4,4,2,5,3,4
435444,AnPhA-T116-01,4,4,3,1,4,4,1,4,4,4
432891,PhysA-S116-01,4,4,4,1,4,4,1,5,3,4
485396,AnPhA-S216-01,5,5,4,1,4,5,2,5,5,5
438889,BioA-S116-01,4,4,3,2,4,4,3,4,3,4
432936,FrScA-S116-01,3,2,2,2,4,3,3,3,3,4
432279,FrScA-S116-02,5,4,3,1,5,4,1,5,5,5
480806,OcnA-S216-02,4,3,3,2,4,3,3,4,3,3
486824,OcnA-S216-01,4,2,NA,2,4,4,3,4,3,4
482233,FrScA-S216-04,5,2,4,1,5,5,1,5,3,5
432718,FrScA-S116-03,4,4,4,2,5,5,3,5,4,5
432306,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431999,OcnA-S116-02,4,3,3,2,4,4,3,4,4,5
432847,AnPhA-S116-01,4,4,3,2,4,4,3,4,4,4
480413,OcnA-S216-01,5,5,5,1,5,5,1,5,5,5
483036,FrScA-S216-01,5,2,4,1,4,4,1,5,4,4
435065,BioA-S116-01,5,4,4,1,5,5,2,5,4,5
430440,AnPhA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435231,BioA-S116-01,4,4,3,2,4,4,2,4,2,4
434603,FrScA-S116-01,5,3,2,1,5,4,1,5,3,4
469673,BioA-S116-01,4,3,3,1,4,5,3,4,3,4
434744,OcnA-S116-01,3,3,3,3,3,4,3,3,NA,3
485099,OcnA-S216-01,4,2,4,1,5,3,3,4,3,5
433252,AnPhA-T116-01,5,5,4,1,5,5,1,5,5,5
481722,PhysA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434359,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483012,OcnA-S216-02,4,3,3,1,4,3,2,4,3,4
434739,FrScA-S116-01,5,3,3,1,4,3,3,4,3,4
435445,OcnA-S116-01,4,5,4,1,5,5,2,4,3,5
491516,AnPhA-S216-01,4,3,2,2,4,5,2,4,4,4
489589,FrScA-S216-01,5,4,5,1,4,5,1,4,5,4
480903,FrScA-S216-02,4,2,4,1,4,3,2,4,3,5
442479,FrScA-S116-03,4,2,2,2,3,3,2,4,3,2
484796,FrScA-S216-02,5,4,3,1,5,5,1,5,4,5
435493,AnPhA-T116-01,4,5,3,1,4,5,1,4,4,4
479110,OcnA-S216-01,4,4,3,2,4,3,2,4,4,4
517370,BioA-S216-01,4,4,4,2,4,3,2,4,3,4
440931,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433256,OcnA-S116-01,5,3,4,1,5,3,2,5,3,5
485092,FrScA-S216-02,5,NA,3,2,4,3,3,4,3,4
489971,AnPhA-S216-01,5,4,4,1,4,4,3,5,5,5
437495,OcnA-S116-02,4,3,3,1,5,4,1,5,3,4
479985,FrScA-S216-01,5,3,3,2,4,4,2,4,3,3
481170,FrScA-S216-01,5,5,4,1,5,5,2,5,4,5
480445,BioA-S216-01,4,3,3,2,4,4,3,4,3,4
435154,BioA-S116-01,4,1,3,2,3,1,3,4,1,2
432821,OcnA-S116-01,5,4,4,1,5,4,2,5,4,4
432705,AnPhA-S116-01,4,4,4,1,5,5,1,5,5,4
432309,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432888,PhysA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485112,FrScA-S216-02,5,3,4,1,5,4,1,5,2,5
483621,FrScA-S216-02,4,3,4,2,4,4,2,3,4,5
433974,BioA-S116-01,4,2,3,3,4,3,2,4,3,2
482145,OcnA-S216-01,5,4,3,1,5,5,1,5,5,5
431909,FrScA-S116-01,4,NA,3,2,4,3,2,4,3,4
480142,FrScA-S216-02,5,3,3,2,4,3,2,5,3,5
517967,BioA-S216-01,4,4,3,2,4,4,2,4,4,2
434757,OcnA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485396,OcnA-S216-01,4,4,3,3,3,4,3,3,3,2
519294,BioA-S216-01,5,4,3,1,4,3,1,4,3,4
482986,AnPhA-S216-01,5,4,4,2,4,4,2,4,4,5
437307,AnPhA-S116-02,4,4,3,1,4,4,1,4,4,4
438206,BioA-S116-01,4,5,3,1,4,4,2,4,4,4
434382,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521967,BioA-S216-01,4,4,3,2,4,3,2,4,3,5
437813,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
483417,FrScA-S216-04,5,3,3,1,5,5,1,5,2,5
483744,FrScA-S216-02,4,3,4,2,5,4,2,5,3,4
434267,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435805,BioA-S116-01,4,5,3,2,4,5,2,4,2,3
479951,OcnA-S216-01,3,2,2,3,4,2,4,4,2,3
479631,FrScA-S216-01,4,4,3,1,4,4,1,4,3,4
479361,FrScA-S216-01,4,3,3,2,3,3,3,4,3,4
432472,PhysA-S116-01,5,5,5,1,5,5,1,5,5,5
482647,FrScA-S216-01,5,4,4,5,5,4,5,5,3,4
436937,BioA-S116-01,4,3,4,2,4,3,2,4,3,3
434764,FrScA-S116-03,5,3,3,1,4,5,1,4,3,5
511585,AnPhA-S216-01,4,5,3,2,5,5,1,5,4,5
480423,FrScA-S216-02,5,4,3,1,5,4,2,5,4,5
479375,FrScA-S216-01,4,3,3,2,4,3,3,4,3,4
430440,FrScA-T116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436003,AnPhA-S116-02,4,4,3,1,4,4,1,4,4,4
434279,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434267,BioA-S116-01,4,4,4,2,4,3,2,4,3,3
479539,FrScA-S216-01,5,4,3,1,5,2,1,5,4,5
507499,BioA-S216-01,4,4,4,2,4,4,1,4,4,5
481593,OcnA-S216-02,5,5,5,NA,5,5,1,4,2,4
483810,FrScA-S216-01,4,3,3,2,4,4,2,5,4,4
479389,AnPhA-S216-02,4,4,3,2,4,4,3,4,5,3
485428,AnPhA-S216-01,5,5,5,1,5,5,1,5,5,5
480435,AnPhA-S216-01,4,5,4,1,NA,5,1,5,5,5
432511,BioA-S116-01,5,5,5,1,5,4,1,5,5,5
446576,PhysA-S116-01,4,4,2,4,3,4,2,4,4,4
432360,OcnA-S116-03,3,2,3,4,2,3,4,3,2,2
480509,AnPhA-S216-01,5,5,5,1,5,5,1,5,5,5
517370,BioA-S216-01,3,3,2,2,4,4,2,5,3,5
479413,FrScA-S216-01,4,3,2,2,4,3,3,4,4,5
482631,FrScA-S216-01,4,4,3,1,4,4,2,4,3,4
482219,FrScA-S216-01,4,3,3,1,4,4,1,4,2,4
516962,FrScA-S216-02,4,4,4,2,NA,4,3,4,4,4
453676,PhysA-S116-01,4,4,5,2,4,4,2,4,3,4
430184,OcnA-T116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483817,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489589,FrScA-S216-01,4,4,4,2,4,4,3,4,4,5
433124,AnPhA-S116-01,4,4,3,2,4,4,3,3,2,4
479524,FrScA-S216-01,5,4,3,1,4,4,1,5,3,5
436874,AnPhA-S116-02,4,4,3,1,5,5,3,5,3,5
435458,BioA-S116-01,4,5,3,1,5,4,3,4,4,5
434666,AnPhA-T116-01,5,5,4,1,5,5,1,5,5,5
434318,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479595,OcnA-S216-02,3,2,3,3,4,NA,NA,NA,NA,NA
432736,PhysA-S116-01,4,4,4,2,5,5,2,4,4,4
482599,AnPhA-S216-01,5,5,4,1,4,5,1,5,5,5
489602,PhysA-S216-01,4,4,3,2,4,4,2,4,4,2
479457,FrScA-S216-01,4,4,3,1,4,4,1,5,4,4
434281,FrScA-S116-01,3,2,3,2,4,3,2,3,2,3
479528,AnPhA-S216-01,5,4,4,1,5,5,1,5,5,5
436245,FrScA-S116-01,4,3,3,1,5,4,3,5,2,5
480509,FrScA-S216-01,4,4,3,2,4,4,3,5,4,4
479389,AnPhA-S216-02,4,3,2,2,4,5,3,4,4,4
480509,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430222,FrScA-S116-05,4,4,3,2,4,4,2,4,3,3
435848,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
479739,FrScA-S216-01,5,3,3,1,4,3,2,5,3,5
482631,AnPhA-S216-01,5,5,5,2,4,5,1,4,4,5
432296,FrScA-S116-02,4,2,4,1,5,4,1,4,4,4
432669,OcnA-S116-02,5,4,3,1,5,4,2,5,4,5
433172,@X@course.course_id@X@,4,4,2,2,4,5,3,4,3,4
430190,FrScA-S116-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482626,OcnA-S216-02,5,4,5,1,5,4,2,4,4,4
439459,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483061,AnPhA-S216-01,5,5,4,1,4,5,2,4,4,5
519294,BioA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432375,FrScA-S116-03,5,3,3,1,4,3,3,5,3,4
432945,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479663,FrScA-S216-01,2,1,1,4,1,1,2,2,1,3
433194,AnPhA-S116-01,4,4,3,2,4,4,3,4,4,2
432669,FrScA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520607,BioA-S216-01,4,3,3,2,4,4,2,4,3,4
483817,FrScA-S216-01,5,3,3,1,4,3,2,5,3,5
479373,AnPhA-S216-01,5,5,4,1,5,5,2,5,5,5
482639,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433146,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480078,OcnA-S216-02,5,4,5,1,NA,4,1,5,5,5
432514,PhysA-S116-01,5,4,4,1,5,5,2,5,4,4
437820,BioA-S116-01,5,4,5,1,5,5,2,5,3,5
441293,PhysA-S116-01,4,4,2,3,4,4,2,4,4,3
485700,FrScA-S216-01,5,3,4,1,4,3,2,5,3,5
479631,FrScA-S216-01,4,3,2,2,4,3,3,4,3,3
430170,OcnA-T116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432847,@X@course.course_id@X@,3,4,3,3,4,4,4,3,3,4
435856,FrScA-S116-01,3,2,3,2,3,3,3,3,2,3
433385,BioA-S116-01,5,5,5,1,5,4,3,5,5,5
485112,OcnA-S216-01,4,3,3,1,4,4,3,4,3,4
511946,BioA-S216-01,4,4,3,4,4,4,1,4,4,4
480378,OcnA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479468,FrScA-S216-01,5,4,3,2,4,4,2,4,4,5
480422,FrScA-S216-01,4,3,2,2,4,4,3,5,3,5
434789,FrScA-S116-03,4,3,3,2,4,4,3,4,3,4
437996,FrScA-S116-01,5,5,3,1,5,5,2,5,4,5
433209,FrScA-S116-03,5,5,4,1,5,5,1,5,5,5
432399,OcnA-T116-01,5,3,3,1,5,4,3,5,3,5
434162,FrScA-S116-01,5,3,4,1,5,4,3,5,3,4
434374,FrScA-S116-03,5,3,4,1,5,5,1,5,5,5
486070,FrScA-S216-02,5,4,3,1,5,5,1,5,4,5
479481,FrScA-S216-01,5,4,3,1,5,4,1,5,NA,5
432729,FrScA-S116-01,5,4,3,1,4,4,2,4,2,5
437320,BioA-S116-01,5,4,5,1,5,5,1,5,4,5
434689,OcnA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519353,BioA-S216-01,4,4,3,2,4,3,2,4,4,4
522895,BioA-S216-01,3,2,4,4,3,2,3,4,2,4
479382,AnPhA-S216-01,5,5,4,1,4,5,2,5,5,5
481596,FrScA-S216-02,5,4,3,1,5,4,2,5,4,5
436796,BioA-S116-01,5,4,NA,2,4,4,2,4,4,4
435458,BioA-S116-01,4,3,2,2,3,3,2,4,2,3
479409,AnPhA-S216-02,4,5,3,1,5,5,3,4,5,5
479413,FrScA-S216-01,4,2,2,2,4,3,2,4,2,3
432246,BioA-S116-01,4,3,4,2,4,3,2,4,3,3
516798,BioA-S216-01,5,3,3,3,4,2,1,4,2,5
437466,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
483820,FrScA-S216-01,5,4,4,1,5,4,1,5,3,5
498571,BioA-S216-01,2,1,1,3,1,1,4,1,1,3
430184,PhysA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481285,AnPhA-S216-02,5,5,5,1,5,5,1,5,5,5
482003,OcnA-S216-01,4,3,3,2,4,4,2,4,3,4
435803,FrScA-S116-01,5,5,3,1,5,5,2,5,4,5
435425,AnPhA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439182,BioA-S116-01,4,4,3,2,4,4,2,3,3,4
440272,PhysA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434825,BioA-S116-01,5,4,4,4,5,3,NA,5,5,5
432171,FrScA-S116-03,5,5,5,1,5,4,1,5,5,5
430222,FrScA-S116-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480166,OcnA-S216-01,4,4,4,1,4,3,2,4,2,4
433296,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438902,AnPhA-S116-01,5,4,5,1,5,5,1,5,5,5
432708,AnPhA-S116-01,4,4,4,1,5,5,1,5,5,5
520678,BioA-S216-01,4,4,3,2,4,4,2,4,3,4
515454,BioA-S216-01,4,4,4,2,4,4,2,4,2,5
480116,OcnA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430188,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435444,AnPhA-S116-01,4,5,4,1,4,4,3,4,3,4
479366,OcnA-S216-01,5,5,5,1,4,5,1,5,5,5
432422,PhysA-S116-01,4,4,4,2,4,4,2,4,4,4
439113,BioA-S116-01,4,5,3,2,4,5,3,5,4,4
433178,@X@course.course_id@X@,5,4,4,1,5,4,1,5,3,4
482233,FrScA-S216-01,4,3,4,1,4,3,2,4,3,4
483733,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432875,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
434234,BioA-S116-01,5,5,4,1,5,5,2,5,5,5
433234,OcnA-T116-01,5,3,4,1,5,4,2,5,3,5
483061,FrScA-S216-01,4,4,3,2,4,4,2,5,3,5
508704,BioA-S216-01,4,4,3,2,4,4,2,4,5,5
511582,AnPhA-S216-02,4,3,2,2,3,4,4,4,4,3
432237,OcnA-S116-01,4,3,4,2,4,3,3,4,3,4
481380,OcnA-S216-02,4,3,3,2,4,4,4,4,4,3
458581,BioA-S116-01,4,4,3,3,3,3,3,2,3,3
432676,OcnA-T116-01,4,3,2,2,4,3,2,5,3,5
436863,AnPhA-S116-02,4,4,4,1,4,4,2,4,3,4
433299,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522806,BioA-S216-01,4,4,3,2,4,3,2,4,2,4
434209,BioA-S116-01,4,2,3,2,4,3,2,4,2,4
519420,BioA-S216-01,3,2,2,4,4,2,4,3,2,3
520678,FrScA-S216-02,4,2,2,2,3,3,2,4,2,3
432192,FrScA-T116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480779,OcnA-S216-01,5,4,3,1,5,4,2,5,3,4
431864,FrScA-S116-01,4,2,2,4,4,4,3,4,3,3
432811,OcnA-T116-01,5,4,5,1,5,5,1,5,2,5
440492,AnPhA-S116-02,4,4,3,2,4,4,3,4,3,4
436844,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
440144,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435392,BioA-S116-01,4,4,2,4,4,4,2,3,4,4
434906,BioA-S116-01,5,4,3,1,5,4,1,5,4,5
434263,BioA-S116-01,4,4,3,2,4,3,2,4,2,3
480435,FrScA-S216-02,5,4,4,1,5,4,3,5,4,5
499207,BioA-S216-01,4,3,1,4,3,2,1,2,2,2
436514,BioA-S116-01,5,3,4,2,4,4,2,4,4,4
483467,FrScA-S216-04,5,3,3,1,5,3,2,5,3,5
432373,FrScA-S116-03,5,5,5,1,5,5,1,5,5,5
435805,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435065,FrScA-S116-01,4,3,3,1,4,4,2,4,3,4
487179,FrScA-S216-02,4,2,4,2,4,3,2,4,3,4
483396,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482620,OcnA-S216-02,5,5,5,1,5,5,2,5,5,5
437498,BioA-S116-01,4,2,3,3,4,3,2,NA,2,3
480871,FrScA-S216-02,4,3,3,3,3,4,2,3,3,3
431864,BioA-S116-01,3,4,4,3,4,4,3,3,3,4
434280,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434289,BioA-S116-01,4,4,3,2,4,3,3,4,2,3
482229,AnPhA-S216-01,5,5,4,1,5,5,2,5,5,5
483047,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435462,BioA-S116-01,4,5,3,2,4,5,2,4,3,4
431864,FrScA-S116-01,4,3,3,3,4,3,3,4,3,3
480779,OcnA-S216-02,4,5,3,1,4,5,2,4,3,4
442461,AnPhA-S116-02,4,4,3,2,4,4,3,4,3,4
433246,PhysA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480903,OcnA-S216-01,4,3,2,1,5,3,2,4,3,4
487273,AnPhA-S216-02,4,4,3,1,5,5,2,4,4,5
434327,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439108,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437333,BioA-S116-01,4,3,3,2,4,4,3,4,4,4
440010,AnPhA-S116-02,5,5,3,3,4,4,2,4,5,4
480871,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482642,FrScA-S216-01,4,4,3,2,4,4,2,4,4,4
434251,FrScA-S116-01,4,3,3,2,4,3,4,5,3,5
432810,AnPhA-S116-01,3,2,3,1,4,2,1,4,4,2
434263,BioA-S116-01,4,4,3,2,4,4,1,4,4,4
484069,FrScA-S216-02,5,4,3,2,4,4,2,4,4,5
518009,BioA-S216-01,4,4,3,1,4,4,2,4,4,3
438168,PhysA-S116-01,4,3,3,1,4,5,2,4,3,4
434071,FrScA-S116-01,5,4,3,1,5,5,1,5,4,5
483772,FrScA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434340,BioA-S116-01,3,4,5,2,4,4,2,3,4,3
479345,AnPhA-S216-01,4,4,3,1,4,4,1,4,4,4
432360,OcnA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435557,BioA-S116-01,5,3,3,1,4,3,2,5,2,4
479366,OcnA-S216-01,4,3,3,2,4,3,3,4,3,3
432309,OcnA-T116-01,5,5,3,5,1,5,1,5,4,5
436245,BioA-S116-01,5,5,4,1,5,5,1,5,NA,5
434603,BioA-S116-01,4,3,4,2,4,4,2,4,3,4
434193,AnPhA-S116-01,5,5,5,1,5,5,2,5,4,5
434382,BioA-S116-01,3,2,3,3,4,4,4,4,2,2
435068,FrScA-S116-01,5,4,4,1,5,4,1,5,4,5
433967,BioA-S116-01,5,5,5,1,5,5,3,5,5,5
479390,FrScA-S216-01,4,3,2,2,4,3,3,4,3,4
479937,FrScA-S216-01,5,3,3,2,4,3,2,3,2,4
432296,OcnA-S116-02,4,4,4,2,4,4,2,4,4,4
440492,BioA-S116-01,4,5,2,3,3,5,4,4,4,4
434603,AnPhA-S116-01,5,5,5,1,5,5,1,5,3,5
434685,BioA-S116-01,5,5,5,1,5,5,3,5,5,5
480779,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434666,FrScA-S116-01,5,3,3,1,4,4,2,4,3,4
439805,AnPhA-S116-01,5,5,3,1,5,5,3,5,3,5
479377,FrScA-S216-01,4,2,2,2,4,2,2,4,2,2
482685,AnPhA-S216-02,4,4,3,2,4,5,2,4,4,3
483036,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480010,OcnA-S216-01,4,4,3,1,5,5,1,4,4,5
432708,BioA-T116-01,4,4,2,2,4,4,3,4,4,4
444239,FrScA-S116-01,4,4,3,4,NA,4,2,4,4,3
458581,AnPhA-S116-02,3,1,1,3,2,1,2,1,1,1
483079,FrScA-S216-04,5,3,3,2,4,4,3,4,4,3
436646,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433211,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432273,AnPhA-T116-01,5,5,5,1,5,5,1,5,5,5
501514,BioA-S216-01,4,4,3,2,4,4,2,4,5,5
479386,FrScA-S216-01,4,2,2,2,4,3,2,4,3,3
481596,OcnA-S216-02,3,3,3,3,4,3,3,3,2,2
520951,BioA-S216-01,5,4,3,2,NA,3,1,4,4,4
481357,OcnA-S216-02,3,3,3,2,4,4,4,4,4,2
511961,BioA-S216-01,3,1,1,3,1,1,4,3,1,3
446363,FrScA-S116-01,4,4,3,3,4,4,2,4,4,3
432350,OcnA-S116-01,4,4,3,2,5,4,1,5,4,5
431864,FrScA-S116-01,4,4,4,1,5,5,1,5,4,5
432772,OcnA-S116-02,5,5,4,1,5,5,2,5,5,5
486070,AnPhA-S216-01,5,5,3,1,5,5,1,5,5,5
479808,AnPhA-S216-01,5,5,5,1,5,5,1,5,5,5
435200,BioA-S116-01,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
508704,BioA-S216-01,2,1,1,2,1,1,4,3,1,2
483001,AnPhA-S216-02,5,5,3,1,5,5,4,5,5,5
480903,OcnA-S216-01,4,3,2,2,4,4,3,4,3,2
517967,BioA-S216-01,4,3,3,2,4,4,2,5,2,4
482288,FrScA-S216-01,4,3,3,2,4,4,2,4,3,5
488380,FrScA-S216-01,4,4,3,2,4,3,2,4,2,4
440166,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480235,OcnA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432723,AnPhA-S116-01,4,4,3,2,4,4,3,4,3,4
433133,OcnA-S116-02,5,4,4,1,5,4,2,5,4,5
483079,OcnA-S216-02,4,4,3,2,4,4,3,4,2,4
480511,FrScA-S216-01,4,4,3,2,4,4,4,5,4,5
436273,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438214,BioA-S116-01,4,4,3,2,4,4,3,4,4,4
440547,BioA-S116-01,4,4,2,2,4,4,3,4,4,4
435497,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
480413,FrScA-S216-01,4,4,3,2,4,5,2,4,4,5
526085,BioA-S216-01,3,3,4,3,3,3,3,3,4,3
434269,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479395,FrScA-S216-01,4,3,3,1,5,4,1,5,3,5
518009,FrScA-S216-02,4,5,4,1,3,4,1,4,3,4
432392,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435445,AnPhA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433252,AnPhA-T116-01,5,5,5,1,5,5,2,5,5,5
520849,BioA-S216-01,4,4,2,3,2,3,3,4,3,4
435445,AnPhA-S116-01,5,5,4,2,4,4,2,4,4,4
435848,BioA-S116-01,4,3,3,2,4,3,2,4,2,4
520607,BioA-S216-01,4,3,3,2,3,3,4,5,2,4
480445,FrScA-S216-02,5,3,2,2,4,4,2,4,3,4
433621,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480793,FrScA-S216-01,5,3,3,1,5,5,1,5,3,5
434179,FrScA-S116-03,5,4,4,1,4,4,5,4,4,4
488024,OcnA-S216-01,4,4,2,2,3,3,3,4,4,4
445602,PhysA-S116-01,4,3,3,2,4,4,3,4,3,3
485428,AnPhA-S216-01,5,5,5,1,5,5,1,5,5,5
432815,@X@course.course_id@X@,4,2,2,2,4,4,3,4,2,4
433880,BioA-S116-01,4,3,3,2,4,4,3,4,4,4
435021,BioA-S116-01,5,3,3,1,4,5,2,5,4,5
479439,FrScA-S216-01,5,4,3,1,5,5,2,5,5,5
436646,AnPhA-T116-01,5,4,3,1,5,5,1,5,4,5
435086,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432406,BioA-S116-01,5,4,2,1,5,4,2,5,4,5
479694,PhysA-S216-01,4,4,3,2,4,3,2,4,3,4
439724,BioA-S116-01,4,4,3,2,4,4,3,3,3,3
442445,FrScA-S116-01,5,3,3,1,5,4,1,5,3,5
432736,PhysA-S116-01,4,5,3,2,4,4,2,4,2,3
480817,FrScA-S216-01,4,2,2,3,4,3,2,4,3,3
479467,OcnA-S216-02,5,4,4,1,4,4,3,5,4,5
484811,FrScA-S216-01,5,4,3,1,4,4,3,5,2,4
440933,FrScA-S116-01,5,3,4,1,5,4,3,5,3,2
482199,OcnA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479604,OcnA-S216-02,3,2,3,3,3,2,3,4,2,3
448179,FrScA-S116-01,4,4,3,2,4,4,2,4,4,4
486124,FrScA-S216-02,5,4,3,1,5,5,1,5,4,5
479789,AnPhA-S216-02,5,5,5,1,5,5,1,5,5,5
519294,BioA-S216-01,5,5,4,1,4,4,2,5,5,5
509855,BioA-S216-01,4,4,3,4,4,4,1,4,4,5
432353,OcnA-S116-01,4,3,4,1,5,3,2,4,1,4
483471,FrScA-S216-02,5,4,3,1,5,4,1,5,3,4
479577,FrScA-S216-01,4,2,2,2,4,4,2,4,2,4
436610,BioA-S116-01,4,3,3,1,4,3,1,4,5,4
481285,OcnA-S216-02,5,4,4,1,4,4,2,5,4,5
430179,OcnA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487161,FrScA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432247,OcnA-S116-01,4,3,3,2,5,4,2,5,3,4
480078,OcnA-S216-02,4,4,3,1,4,4,1,4,3,4
436610,BioA-S116-01,5,4,4,2,4,4,2,4,3,4
437191,FrScA-S116-01,5,4,4,1,4,4,1,5,5,5
485472,FrScA-S216-01,4,2,2,2,3,2,2,4,4,4
440931,BioA-S116-01,5,1,3,2,4,2,2,4,2,4
432297,OcnA-S116-01,4,5,5,1,5,4,1,4,4,5
435139,AnPhA-T116-01,5,5,4,1,5,5,1,5,5,5
480812,FrScA-S216-01,4,2,2,2,4,2,3,4,2,4
437877,BioA-S116-01,4,3,2,2,4,3,2,4,4,4
436863,BioA-S116-01,4,4,3,2,4,4,2,4,3,4
484749,FrScA-S216-02,5,4,3,1,5,4,1,5,4,5
522476,BioA-S216-01,4,4,2,3,4,4,2,4,3,2
433603,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481357,FrScA-S216-01,4,2,3,2,4,4,2,4,2,3
432722,BioA-T116-01,4,4,3,2,5,5,2,5,4,4
435110,AnPhA-T116-01,5,5,4,1,5,5,1,5,5,5
436798,PhysA-S116-01,5,4,5,1,4,4,1,4,4,5
