CourseSectionOrigID,Bb_UserPK,Gradebook_Item,Grade_Category,FinalGradeCEMS,Points_Possible,Points_Earned,Gender
AnPhA-S216-01,95594,1.1: Quiz,Qz,40.4533328,37,37,F
AnPhA-S216-01,95594,1.2: Quiz,Qz,40.4533328,10,9,F
AnPhA-S216-01,95594,1.3: Create a Living Creature,Hw,40.4533328,20,19,F
AnPhA-S216-01,95594,1.3: Create a Living Creature - Discussion Board,Hw,40.4533328,10,10,F
AnPhA-S216-01,95594,1.4: Negative Feedback Loop Flowchart,Hw,40.4533328,10,10,F
AnPhA-S216-01,95594,1.5: Quiz,Qz,40.4533328,10,NA,M
AnPhA-S216-01,95594,Unit 1 Assessment: Pickle Autopsy Lab,Hw,40.4533328,5,NA,F
AnPhA-S216-01,95594,PROGRESS CHECK 1 @ 02-19-16,NA,40.4533328,50,39,F
AnPhA-S216-01,95594,2.1: Types of Membranes,Hw,40.4533328,244,218,F
AnPhA-S216-01,95594,2.2 - 2.3: Quiz,Qz,40.4533328,10,9,F
AnPhA-S216-01,95594,2.4 - 2.5 Quiz,Qz,40.4533328,10,10,F
AnPhA-S216-01,95594,2.6: Quiz,Qz,40.4533328,10,8,F
AnPhA-S216-01,95594,Unit 2 Assessment: Test,Qz,40.4533328,30,30,M
AnPhA-S216-01,95594,3.1: Models of the Integumentary System,Hw,40.4533328,20,20,F
AnPhA-S216-01,95594,3.2 - 3.3: Quiz,Qz,40.4533328,10,10,F
AnPhA-S216-01,95594,3.4: Skin Twin - Discussion Board,Hw,40.4533328,30,NA,F
AnPhA-S216-01,95594,Unit 3 Assessment: UV Exposure Lab,Hw,40.4533328,10,NA,F
AnPhA-S216-01,95594,PROGRESS CHECK 2 @ 03-16-16,NA,40.4533328,5,4,F
AnPhA-S216-01,95594,4.2: Balloon Skull Lab,Hw,40.4533328,5,5,M
AnPhA-S216-01,95594,4.1 - 4.3: Quiz,Qz,40.4533328,5,5,M
AnPhA-S216-01,95594,4.4: Quiz,Qz,40.4533328,10,10,F
AnPhA-S216-01,95594,4.5: Muscle Movements in our Daily Life,Hw,40.4533328,597,488.66,M
AnPhA-S216-01,95594,4.6: Soda and Osteoporosis Research Writing,Hw,40.4533328,10,10,F
AnPhA-S216-01,95594,Unit 4 Assessment: Test,Qz,40.4533328,10,10,M
AnPhA-S216-01,95594,5.1: Quiz,Qz,40.4533328,20,NA,F
AnPhA-S216-01,95594,5.4: Muscle Tissue Types Chart,Hw,40.4533328,10,10,F
AnPhA-S216-01,95594,5.2 - 5.4: Quiz,Qz,40.4533328,5,5,M
AnPhA-S216-01,95594,PROGRESS CHECK 3 @ 04-19-16,NA,40.4533328,10,4,F
AnPhA-S216-01,95594,5.5: Naming Skeletal Muscle - Discussion Board,Hw,40.4533328,10,10,F
AnPhA-S216-01,95594,5.6: Quiz,Qz,40.4533328,5,5,F
AnPhA-S216-01,95594,Unit 5 Assessment: Fitness Class Poster,Hw,40.4533328,10,9.7,F
AnPhA-S216-01,95594,6.1: Quiz,Qz,40.4533328,5,4,M
AnPhA-S216-01,95594,6.2: Helmet Law - Discussion Board,Hw,40.4533328,5,5,F
AnPhA-S216-01,95594,6.3 - 6.4: Quiz,Qz,40.4533328,345,315.45,M
AnPhA-S216-01,95594,6.5: Diagramming the Nervous System,Hw,40.4533328,30,29,F
AnPhA-S216-01,95594,Unit 6 Assessment: Test,Qz,40.4533328,50,44,M
AnPhA-S216-01,95594,PROGRESS CHECK 4 @ 05-16-16,NA,40.4533328,30,20.4,F
AnPhA-S216-01,95594,7.1: Quiz,Qz,40.4533328,5,5,F
AnPhA-S216-01,95594,7.2: Virtual Eye Dissection,Hw,40.4533328,10,10,M
AnPhA-S216-01,95594,7.3: Anatomy and Physiology of Hearing Flow Chart,Hw,40.4533328,20,20,M
AnPhA-S216-01,95594,7.4: Quiz,Qz,40.4533328,30,27.75,F
AnPhA-S216-01,95594,Unit 7 Assessment: Create Your Own Senses Experiment,Hw,40.4533328,30,30,M
AnPhA-S216-01,95594,8.1 - 8.3: Quiz,Qz,40.4533328,377,137.15,F
AnPhA-S216-01,95594,8.4: Negative Feedback Loops of the Endocrine Pancreas,Hw,40.4533328,10,NA,M
AnPhA-S216-01,95594,8.5: Modeling Leptin and Obesity,Hw,40.4533328,12,12,M
AnPhA-S216-01,95594,Unit 8 Assessment: Test,Qz,40.4533328,625,603.26,F
AnPhA-S216-01,95594,Final Exam,NA,40.4533328,28,24,F
AnPhA-S216-01,95594,POINTS EARNED & TOTAL COURSE POINTS,NA,40.4533328,10,5.5,F
AnPhA-S216-01,95601,POINTS EARNED & TOTAL COURSE POINTS,NA,84.4474672,10,10,F
AnPhA-S216-01,95601,WORK ATTEMPTED,NA,84.4474672,10,8.95,F
AnPhA-S216-01,95601,0.1: Message Your Instructor,NA,84.4474672,10,10,M
AnPhA-S216-01,95601,0.2: Intro Assignment - Discussion Board,Hw,84.4474672,5,NA,F
AnPhA-S216-01,95601,0.3: Intro Assignment - Submitting Files,Hw,84.4474672,358,317.5,F
AnPhA-S216-01,95601,1.1: Quiz,Qz,84.4474672,457,368.23,M
AnPhA-S216-01,95601,1.2: Quiz,Qz,84.4474672,5,4,M
AnPhA-S216-01,95601,1.3: Create a Living Creature,Hw,84.4474672,5,5,F
AnPhA-S216-01,95601,1.3: Create a Living Creature - Discussion Board,Hw,84.4474672,10,10,F
AnPhA-S216-01,95601,1.4: Negative Feedback Loop Flowchart,Hw,84.4474672,10,8,F
AnPhA-S216-01,95601,1.5: Quiz,Qz,84.4474672,280,236.5,F
AnPhA-S216-01,95601,Unit 1 Assessment: Pickle Autopsy Lab,Hw,84.4474672,5,5,M
AnPhA-S216-01,95601,PROGRESS CHECK 1 @ 02-19-16,NA,84.4474672,5,3,F
AnPhA-S216-01,95601,2.1: Types of Membranes,Hw,84.4474672,5,NA,F
AnPhA-S216-01,95601,2.2 - 2.3: Quiz,Qz,84.4474672,5,4,F
AnPhA-S216-01,95601,2.4 - 2.5 Quiz,Qz,84.4474672,10,NA,F
AnPhA-S216-01,95601,2.6: Quiz,Qz,84.4474672,10,10,F
AnPhA-S216-01,95601,Unit 2 Assessment: Test,Qz,84.4474672,10,5.83,F
AnPhA-S216-01,95601,3.1: Models of the Integumentary System,Hw,84.4474672,10,10,F
AnPhA-S216-01,95601,3.2 - 3.3: Quiz,Qz,84.4474672,5,5,F
AnPhA-S216-01,95601,3.4: Skin Twin - Discussion Board,Hw,84.4474672,5,4.5,M
AnPhA-S216-01,95601,Unit 3 Assessment: UV Exposure Lab,Hw,84.4474672,15,15,F
AnPhA-S216-01,95601,PROGRESS CHECK 2 @ 03-16-16,NA,84.4474672,15,7,F
AnPhA-S216-01,95601,4.2: Balloon Skull Lab,Hw,84.4474672,5,5,F
AnPhA-S216-01,95601,4.1 - 4.3: Quiz,Qz,84.4474672,10,10,F
AnPhA-S216-01,95601,4.4: Quiz,Qz,84.4474672,75,75,M
AnPhA-S216-01,95601,4.5: Muscle Movements in our Daily Life,Hw,84.4474672,10,10,M
AnPhA-S216-01,95601,4.6: Soda and Osteoporosis Research Writing,Hw,84.4474672,10,NA,M
AnPhA-S216-01,95601,Unit 4 Assessment: Test,Qz,84.4474672,10,7,F
AnPhA-S216-01,95601,5.1: Quiz,Qz,84.4474672,10,10,M
AnPhA-S216-01,95601,5.4: Muscle Tissue Types Chart,Hw,84.4474672,10,3.08,M
AnPhA-S216-01,95601,5.2 - 5.4: Quiz,Qz,84.4474672,625,441.29667,F
AnPhA-S216-01,95601,PROGRESS CHECK 3 @ 04-19-16,NA,84.4474672,5,5,F
AnPhA-S216-01,95601,5.5: Naming Skeletal Muscle - Discussion Board,Hw,84.4474672,10,6,F
AnPhA-S216-01,95601,5.6: Quiz,Qz,84.4474672,10,NA,F
AnPhA-S216-01,95601,Unit 5 Assessment: Fitness Class Poster,Hw,84.4474672,10,10,F
AnPhA-S216-01,95601,6.1: Quiz,Qz,84.4474672,5,5,F
AnPhA-S216-01,95601,6.2: Helmet Law - Discussion Board,Hw,84.4474672,10,10,M
AnPhA-S216-01,95601,6.3 - 6.4: Quiz,Qz,84.4474672,358,305,M
AnPhA-S216-01,95601,6.5: Diagramming the Nervous System,Hw,84.4474672,5,5,F
AnPhA-S216-01,95601,Unit 6 Assessment: Test,Qz,84.4474672,353,244.08,F
AnPhA-S216-01,95601,PROGRESS CHECK 4 @ 05-16-16,NA,84.4474672,5,4.5,F
AnPhA-S216-01,95601,7.1: Quiz,Qz,84.4474672,625,588.28,F
AnPhA-S216-01,95601,7.2: Virtual Eye Dissection,Hw,84.4474672,15,14,F
AnPhA-S216-01,95601,7.3: Anatomy and Physiology of Hearing Flow Chart,Hw,84.4474672,15,13.5,M
AnPhA-S216-01,95601,7.4: Quiz,Qz,84.4474672,10,10,F
AnPhA-S216-01,95601,Unit 7 Assessment: Create Your Own Senses Experiment,Hw,84.4474672,318,48,F
AnPhA-S216-01,95601,8.1 - 8.3: Quiz,Qz,84.4474672,30,NA,M
AnPhA-S216-01,95601,8.4: Negative Feedback Loops of the Endocrine Pancreas,Hw,84.4474672,12,12,M
AnPhA-S216-01,95601,8.5: Modeling Leptin and Obesity,Hw,84.4474672,55,44,F
AnPhA-S216-01,95601,Unit 8 Assessment: Test,Qz,84.4474672,10,2.5,M
AnPhA-S216-01,95601,Final Exam,NA,84.4474672,10,10,F
AnPhA-S216-01,95601,POINTS EARNED & TOTAL COURSE POINTS,NA,84.4474672,10,NA,F
AnPhA-S216-01,95618,POINTS EARNED & TOTAL COURSE POINTS,NA,66.7525328,30,22,M
AnPhA-S216-01,95618,WORK ATTEMPTED,NA,66.7525328,20,16,F
AnPhA-S216-01,95618,0.1: Message Your Instructor,NA,66.7525328,10,10,M
AnPhA-S216-01,95618,0.2: Intro Assignment - Discussion Board,Hw,66.7525328,443,324,M
AnPhA-S216-01,95618,0.3: Intro Assignment - Submitting Files,Hw,66.7525328,15,13,F
AnPhA-S216-01,95618,1.1: Quiz,Qz,66.7525328,10,10,F
AnPhA-S216-01,95618,1.2: Quiz,Qz,66.7525328,5,3,M
AnPhA-S216-01,95618,1.3: Create a Living Creature,Hw,66.7525328,30,30,F
AnPhA-S216-01,95618,1.3: Create a Living Creature - Discussion Board,Hw,66.7525328,30,25,F
AnPhA-S216-01,95618,1.4: Negative Feedback Loop Flowchart,Hw,66.7525328,10,NA,M
AnPhA-S216-01,95618,1.5: Quiz,Qz,66.7525328,10,10,M
AnPhA-S216-01,95618,Unit 1 Assessment: Pickle Autopsy Lab,Hw,66.7525328,10,NA,F
AnPhA-S216-01,95618,PROGRESS CHECK 1 @ 02-19-16,NA,66.7525328,30,22,M
AnPhA-S216-01,95618,2.1: Types of Membranes,Hw,66.7525328,24,10,F
AnPhA-S216-01,95618,2.2 - 2.3: Quiz,Qz,66.7525328,522,10.75,M
AnPhA-S216-01,95618,2.4 - 2.5 Quiz,Qz,66.7525328,10,10,F
AnPhA-S216-01,95618,2.6: Quiz,Qz,66.7525328,30,22.88,F
AnPhA-S216-01,95618,Unit 2 Assessment: Test,Qz,66.7525328,10,8.5,F
AnPhA-S216-01,95618,3.1: Models of the Integumentary System,Hw,66.7525328,235,219.63,F
AnPhA-S216-01,95618,3.2 - 3.3: Quiz,Qz,66.7525328,30,10,F
AnPhA-S216-01,95618,3.4: Skin Twin - Discussion Board,Hw,66.7525328,15,14,M
AnPhA-S216-01,95618,Unit 3 Assessment: UV Exposure Lab,Hw,66.7525328,10,10,F
AnPhA-S216-01,95618,PROGRESS CHECK 2 @ 03-16-16,NA,66.7525328,30,29,F
AnPhA-S216-01,95618,4.2: Balloon Skull Lab,Hw,66.7525328,10,9,F
AnPhA-S216-01,95618,4.1 - 4.3: Quiz,Qz,66.7525328,5,5,F
AnPhA-S216-01,95618,4.4: Quiz,Qz,66.7525328,28,22,F
AnPhA-S216-01,95618,4.5: Muscle Movements in our Daily Life,Hw,66.7525328,5,5,F
AnPhA-S216-01,95618,4.6: Soda and Osteoporosis Research Writing,Hw,66.7525328,10,7,F
AnPhA-S216-01,95618,Unit 4 Assessment: Test,Qz,66.7525328,5,5,F
AnPhA-S216-01,95618,5.1: Quiz,Qz,66.7525328,443,336,F
AnPhA-S216-01,95618,5.4: Muscle Tissue Types Chart,Hw,66.7525328,10,8,M
AnPhA-S216-01,95618,5.2 - 5.4: Quiz,Qz,66.7525328,5,4.5,F
AnPhA-S216-01,95618,PROGRESS CHECK 3 @ 04-19-16,NA,66.7525328,10,10,F
AnPhA-S216-01,95618,5.5: Naming Skeletal Muscle - Discussion Board,Hw,66.7525328,10,8.63,M
AnPhA-S216-01,95618,5.6: Quiz,Qz,66.7525328,10,NA,F
AnPhA-S216-01,95618,Unit 5 Assessment: Fitness Class Poster,Hw,66.7525328,10,10,M
AnPhA-S216-01,95618,6.1: Quiz,Qz,66.7525328,35,36.25,F
AnPhA-S216-01,95618,6.2: Helmet Law - Discussion Board,Hw,66.7525328,15,NA,F
AnPhA-S216-01,95618,6.3 - 6.4: Quiz,Qz,66.7525328,10,5,F
AnPhA-S216-01,95618,6.5: Diagramming the Nervous System,Hw,66.7525328,15,12,M
AnPhA-S216-01,95618,Unit 6 Assessment: Test,Qz,66.7525328,12,12,F
AnPhA-S216-01,95618,PROGRESS CHECK 4 @ 05-16-16,NA,66.7525328,10,10,F
AnPhA-S216-01,95618,7.1: Quiz,Qz,66.7525328,5,NA,F
AnPhA-S216-01,95618,7.2: Virtual Eye Dissection,Hw,66.7525328,10,10,F
AnPhA-S216-01,95618,7.3: Anatomy and Physiology of Hearing Flow Chart,Hw,66.7525328,570,518.5,F
AnPhA-S216-01,95618,7.4: Quiz,Qz,66.7525328,30,30,F
AnPhA-S216-01,95618,Unit 7 Assessment: Create Your Own Senses Experiment,Hw,66.7525328,10,10,F
AnPhA-S216-01,95618,8.1 - 8.3: Quiz,Qz,66.7525328,12,12,F
AnPhA-S216-01,95618,8.4: Negative Feedback Loops of the Endocrine Pancreas,Hw,66.7525328,15,15,F
AnPhA-S216-01,95618,8.5: Modeling Leptin and Obesity,Hw,66.7525328,597,574.9,F
AnPhA-S216-01,95618,Unit 8 Assessment: Test,Qz,66.7525328,10,10,F
AnPhA-S216-01,95618,Final Exam,NA,66.7525328,30,NA,M
AnPhA-S216-01,95618,POINTS EARNED & TOTAL COURSE POINTS,NA,66.7525328,10,10,F
AnPhA-S216-01,95620,POINTS EARNED & TOTAL COURSE POINTS,NA,72.888,10,10,F
AnPhA-S216-01,95620,WORK ATTEMPTED,NA,72.888,5,10,M
AnPhA-S216-01,95620,0.1: Message Your Instructor,NA,72.888,130,126,F
AnPhA-S216-01,95620,0.2: Intro Assignment - Discussion Board,Hw,72.888,5,5,F
AnPhA-S216-01,95620,0.3: Intro Assignment - Submitting Files,Hw,72.888,20,20,F
AnPhA-S216-01,95620,1.1: Quiz,Qz,72.888,10,10,F
AnPhA-S216-01,95620,1.2: Quiz,Qz,72.888,10,8.5,M
AnPhA-S216-01,95620,1.3: Create a Living Creature,Hw,72.888,12,NA,M
AnPhA-S216-01,95620,1.3: Create a Living Creature - Discussion Board,Hw,72.888,5,5,F
AnPhA-S216-01,95620,1.4: Negative Feedback Loop Flowchart,Hw,72.888,5,4,F
AnPhA-S216-01,95620,1.5: Quiz,Qz,72.888,12,11.4,F
AnPhA-S216-01,95620,Unit 1 Assessment: Pickle Autopsy Lab,Hw,72.888,10,8,F
AnPhA-S216-01,95620,PROGRESS CHECK 1 @ 02-19-16,NA,72.888,5,5,F
AnPhA-S216-01,95620,2.1: Types of Membranes,Hw,72.888,10,10,M
AnPhA-S216-01,95620,2.2 - 2.3: Quiz,Qz,72.888,5,5,M
AnPhA-S216-01,95620,2.4 - 2.5 Quiz,Qz,72.888,5,NA,F
AnPhA-S216-01,95620,2.6: Quiz,Qz,72.888,5,5,F
AnPhA-S216-01,95620,Unit 2 Assessment: Test,Qz,72.888,625,554.39,F
AnPhA-S216-01,95620,3.1: Models of the Integumentary System,Hw,72.888,130,123,F
AnPhA-S216-01,95620,3.2 - 3.3: Quiz,Qz,72.888,358,321,M
AnPhA-S216-01,95620,3.4: Skin Twin - Discussion Board,Hw,72.888,50,22,F
AnPhA-S216-01,95620,Unit 3 Assessment: UV Exposure Lab,Hw,72.888,10,10,F
AnPhA-S216-01,95620,PROGRESS CHECK 2 @ 03-16-16,NA,72.888,10,8.5,F
AnPhA-S216-01,95620,4.2: Balloon Skull Lab,Hw,72.888,625,381.02667,F
AnPhA-S216-01,95620,4.1 - 4.3: Quiz,Qz,72.888,30,24,M
AnPhA-S216-01,95620,4.4: Quiz,Qz,72.888,5,NA,F
AnPhA-S216-01,95620,4.5: Muscle Movements in our Daily Life,Hw,72.888,80,72.75,F
AnPhA-S216-01,95620,4.6: Soda and Osteoporosis Research Writing,Hw,72.888,10,10,F
AnPhA-S216-01,95620,Unit 4 Assessment: Test,Qz,72.888,10,10,F
AnPhA-S216-01,95620,5.1: Quiz,Qz,72.888,5,5,F
AnPhA-S216-01,95620,5.4: Muscle Tissue Types Chart,Hw,72.888,24,NA,F
AnPhA-S216-01,95620,5.2 - 5.4: Quiz,Qz,72.888,5,NA,M
AnPhA-S216-01,95620,PROGRESS CHECK 3 @ 04-19-16,NA,72.888,10,10,M
AnPhA-S216-01,95620,5.5: Naming Skeletal Muscle - Discussion Board,Hw,72.888,5,5,F
AnPhA-S216-01,95620,5.6: Quiz,Qz,72.888,10,10,F
AnPhA-S216-01,95620,Unit 5 Assessment: Fitness Class Poster,Hw,72.888,30,21,F
AnPhA-S216-01,95620,6.1: Quiz,Qz,72.888,5,5,F
AnPhA-S216-01,95620,6.2: Helmet Law - Discussion Board,Hw,72.888,10,10,F
AnPhA-S216-01,95620,6.3 - 6.4: Quiz,Qz,72.888,10,4,F
AnPhA-S216-01,95620,6.5: Diagramming the Nervous System,Hw,72.888,5,5,F
AnPhA-S216-01,95620,Unit 6 Assessment: Test,Qz,72.888,5,5,F
AnPhA-S216-01,95620,PROGRESS CHECK 4 @ 05-16-16,NA,72.888,5,5,F
AnPhA-S216-01,95620,7.1: Quiz,Qz,72.888,10,10,F
AnPhA-S216-01,95620,7.2: Virtual Eye Dissection,Hw,72.888,5,NA,F
AnPhA-S216-01,95620,7.3: Anatomy and Physiology of Hearing Flow Chart,Hw,72.888,10,10,F
AnPhA-S216-01,95620,7.4: Quiz,Qz,72.888,10,10,M
AnPhA-S216-01,95620,Unit 7 Assessment: Create Your Own Senses Experiment,Hw,72.888,5,5,M
AnPhA-S216-01,95620,8.1 - 8.3: Quiz,Qz,72.888,235,211.13,M
AnPhA-S216-01,95620,8.4: Negative Feedback Loops of the Endocrine Pancreas,Hw,72.888,10,NA,F
AnPhA-S216-01,95620,8.5: Modeling Leptin and Obesity,Hw,72.888,5,5,M
AnPhA-S216-01,95620,Unit 8 Assessment: Test,Qz,72.888,15,9,F
AnPhA-S216-01,95620,Final Exam,NA,72.888,20,16,F
AnPhA-S216-01,95620,POINTS EARNED & TOTAL COURSE POINTS,NA,72.888,10,9,F
AnPhA-S216-01,95634,POINTS EARNED & TOTAL COURSE POINTS,NA,76.5749312,15,NA,M
AnPhA-S216-01,95634,WORK ATTEMPTED,NA,76.5749312,720,676,M
AnPhA-S216-01,95634,0.1: Message Your Instructor,NA,76.5749312,30,15.3,F
AnPhA-S216-01,95634,0.2: Intro Assignment - Discussion Board,Hw,76.5749312,535,373.87333,M
AnPhA-S216-01,95634,0.3: Intro Assignment - Submitting Files,Hw,76.5749312,30,24.75,M
AnPhA-S216-01,95634,1.1: Quiz,Qz,76.5749312,10,6,M
AnPhA-S216-01,95634,1.2: Quiz,Qz,76.5749312,438,432,F
AnPhA-S216-01,95634,1.3: Create a Living Creature,Hw,76.5749312,30,18,F
AnPhA-S216-01,95634,1.3: Create a Living Creature - Discussion Board,Hw,76.5749312,10,6,F
AnPhA-S216-01,95634,1.4: Negative Feedback Loop Flowchart,Hw,76.5749312,443,404,F
AnPhA-S216-01,95634,1.5: Quiz,Qz,76.5749312,5,5,F
AnPhA-S216-01,95634,Unit 1 Assessment: Pickle Autopsy Lab,Hw,76.5749312,5,5,F
AnPhA-S216-01,95634,PROGRESS CHECK 1 @ 02-19-16,NA,76.5749312,5,NA,M
AnPhA-S216-01,95634,2.1: Types of Membranes,Hw,76.5749312,10,9.5,F
AnPhA-S216-01,95634,2.2 - 2.3: Quiz,Qz,76.5749312,10,6,F
AnPhA-S216-01,95634,2.4 - 2.5 Quiz,Qz,76.5749312,5,4,F
AnPhA-S216-01,95634,2.6: Quiz,Qz,76.5749312,10,10,F
AnPhA-S216-01,95634,Unit 2 Assessment: Test,Qz,76.5749312,345,317.38,M
AnPhA-S216-01,95634,3.1: Models of the Integumentary System,Hw,76.5749312,237,197.88,M
AnPhA-S216-01,95634,3.2 - 3.3: Quiz,Qz,76.5749312,37,37,F
AnPhA-S216-01,95634,3.4: Skin Twin - Discussion Board,Hw,76.5749312,24,12,M
AnPhA-S216-01,95634,Unit 3 Assessment: UV Exposure Lab,Hw,76.5749312,30,NA,F
AnPhA-S216-01,95634,PROGRESS CHECK 2 @ 03-16-16,NA,76.5749312,10,7.5,F
AnPhA-S216-01,95634,4.2: Balloon Skull Lab,Hw,76.5749312,37,37,F
AnPhA-S216-01,95634,4.1 - 4.3: Quiz,Qz,76.5749312,10,10,F
AnPhA-S216-01,95634,4.4: Quiz,Qz,76.5749312,60,NA,M
AnPhA-S216-01,95634,4.5: Muscle Movements in our Daily Life,Hw,76.5749312,244,177.25,F
AnPhA-S216-01,95634,4.6: Soda and Osteoporosis Research Writing,Hw,76.5749312,10,NA,M
AnPhA-S216-01,95634,Unit 4 Assessment: Test,Qz,76.5749312,5,5,F
AnPhA-S216-01,95634,5.1: Quiz,Qz,76.5749312,625,461.76,F
AnPhA-S216-01,95634,5.4: Muscle Tissue Types Chart,Hw,76.5749312,10,0,F
AnPhA-S216-01,95634,5.2 - 5.4: Quiz,Qz,76.5749312,60,NA,F
AnPhA-S216-01,95634,PROGRESS CHECK 3 @ 04-19-16,NA,76.5749312,10,10,F
AnPhA-S216-01,95634,5.5: Naming Skeletal Muscle - Discussion Board,Hw,76.5749312,5,5,M
AnPhA-S216-01,95634,5.6: Quiz,Qz,76.5749312,10,NA,F
AnPhA-S216-01,95634,Unit 5 Assessment: Fitness Class Poster,Hw,76.5749312,37,NA,F
AnPhA-S216-01,95634,6.1: Quiz,Qz,76.5749312,10,NA,F
AnPhA-S216-01,95634,6.2: Helmet Law - Discussion Board,Hw,76.5749312,10,NA,M
AnPhA-S216-01,95634,6.3 - 6.4: Quiz,Qz,76.5749312,5,5,F
AnPhA-S216-01,95634,6.5: Diagramming the Nervous System,Hw,76.5749312,10,10,F
AnPhA-S216-01,95634,Unit 6 Assessment: Test,Qz,76.5749312,353,331,M
AnPhA-S216-01,95634,PROGRESS CHECK 4 @ 05-16-16,NA,76.5749312,465,383.59,M
AnPhA-S216-01,95634,7.1: Quiz,Qz,76.5749312,5,5,F
AnPhA-S216-01,95634,7.2: Virtual Eye Dissection,Hw,76.5749312,30,30,F
AnPhA-S216-01,95634,7.3: Anatomy and Physiology of Hearing Flow Chart,Hw,76.5749312,10,NA,M
AnPhA-S216-01,95634,7.4: Quiz,Qz,76.5749312,10,10,M
AnPhA-S216-01,95634,Unit 7 Assessment: Create Your Own Senses Experiment,Hw,76.5749312,353,325,F
AnPhA-S216-01,95634,8.1 - 8.3: Quiz,Qz,76.5749312,5,5,M
AnPhA-S216-01,95634,8.4: Negative Feedback Loops of the Endocrine Pancreas,Hw,76.5749312,5,5,F
AnPhA-S216-01,95634,8.5: Modeling Leptin and Obesity,Hw,76.5749312,5,5,F
AnPhA-S216-01,95634,Unit 8 Assessment: Test,Qz,76.5749312,5,NA,F
AnPhA-S216-01,95634,Final Exam,NA,76.5749312,5,NA,F
AnPhA-S216-01,95634,POINTS EARNED & TOTAL COURSE POINTS,NA,76.5749312,105,84.455,M
AnPhA-S216-01,95915,POINTS EARNED & TOTAL COURSE POINTS,NA,74.1874672,10,NA,F
AnPhA-S216-01,95915,WORK ATTEMPTED,NA,74.1874672,10,8,F
AnPhA-S216-01,95915,0.1: Message Your Instructor,NA,74.1874672,5,5,F
AnPhA-S216-01,95915,0.2: Intro Assignment - Discussion Board,Hw,74.1874672,30,NA,F
AnPhA-S216-01,95915,0.3: Intro Assignment - Submitting Files,Hw,74.1874672,30,23,M
AnPhA-S216-01,95915,1.1: Quiz,Qz,74.1874672,443,403,F
AnPhA-S216-01,95915,1.2: Quiz,Qz,74.1874672,10,8.5,F
AnPhA-S216-01,95915,1.3: Create a Living Creature,Hw,74.1874672,24,16,F
AnPhA-S216-01,95915,1.3: Create a Living Creature - Discussion Board,Hw,74.1874672,30,26,M
AnPhA-S216-01,95915,1.4: Negative Feedback Loop Flowchart,Hw,74.1874672,438,23,F
AnPhA-S216-01,95915,1.5: Quiz,Qz,74.1874672,10,10,M
AnPhA-S216-01,95915,Unit 1 Assessment: Pickle Autopsy Lab,Hw,74.1874672,597,474.61,M
AnPhA-S216-01,95915,PROGRESS CHECK 1 @ 02-19-16,NA,74.1874672,235,222.25,F
AnPhA-S216-01,95915,2.1: Types of Membranes,Hw,74.1874672,443,419.5,F
AnPhA-S216-01,95915,2.2 - 2.3: Quiz,Qz,74.1874672,100,76.35,F
AnPhA-S216-01,95915,2.4 - 2.5 Quiz,Qz,74.1874672,30,21,F
AnPhA-S216-01,95915,2.6: Quiz,Qz,74.1874672,10,4.05,M
AnPhA-S216-01,95915,Unit 2 Assessment: Test,Qz,74.1874672,5,4,M
AnPhA-S216-01,95915,3.1: Models of the Integumentary System,Hw,74.1874672,30,25.28,F
AnPhA-S216-01,95915,3.2 - 3.3: Quiz,Qz,74.1874672,10,10,F
AnPhA-S216-01,95915,3.4: Skin Twin - Discussion Board,Hw,74.1874672,75,65,F
AnPhA-S216-01,95915,Unit 3 Assessment: UV Exposure Lab,Hw,74.1874672,5,NA,F
AnPhA-S216-01,95915,PROGRESS CHECK 2 @ 03-16-16,NA,74.1874672,5,5,F
AnPhA-S216-01,95915,4.2: Balloon Skull Lab,Hw,74.1874672,5,3,M
AnPhA-S216-01,95915,4.1 - 4.3: Quiz,Qz,74.1874672,30,30,F
AnPhA-S216-01,95915,4.4: Quiz,Qz,74.1874672,10,8,F
AnPhA-S216-01,95915,4.5: Muscle Movements in our Daily Life,Hw,74.1874672,10,9,M
AnPhA-S216-01,95915,4.6: Soda and Osteoporosis Research Writing,Hw,74.1874672,15,12,F
AnPhA-S216-01,95915,Unit 4 Assessment: Test,Qz,74.1874672,10,8.2,F
AnPhA-S216-01,95915,5.1: Quiz,Qz,74.1874672,30,25,F
AnPhA-S216-01,95915,5.4: Muscle Tissue Types Chart,Hw,74.1874672,10,10,F
AnPhA-S216-01,95915,5.2 - 5.4: Quiz,Qz,74.1874672,15,13,M
AnPhA-S216-01,95915,PROGRESS CHECK 3 @ 04-19-16,NA,74.1874672,5,5,F
AnPhA-S216-01,95915,5.5: Naming Skeletal Muscle - Discussion Board,Hw,74.1874672,10,10,F
AnPhA-S216-01,95915,5.6: Quiz,Qz,74.1874672,15,15,M
AnPhA-S216-01,95915,Unit 5 Assessment: Fitness Class Poster,Hw,74.1874672,438,352,F
AnPhA-S216-01,95915,6.1: Quiz,Qz,74.1874672,5,10,F
AnPhA-S216-01,95915,6.2: Helmet Law - Discussion Board,Hw,74.1874672,10,10,F
AnPhA-S216-01,95915,6.3 - 6.4: Quiz,Qz,74.1874672,20,NA,M
AnPhA-S216-01,95915,6.5: Diagramming the Nervous System,Hw,74.1874672,10,9,F
AnPhA-S216-01,95915,Unit 6 Assessment: Test,Qz,74.1874672,10,NA,F
