student_id,course_id,total_points_possible,total_points_earned,percentage_earned,subject,semester,section,Gradebook_Item,Grade_Category,final_grade,Points_Possible,Points_Earned,Gender,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,time_spent,TimeSpent_hours,TimeSpent_std,int,pc,uv,enrollment_status,enrollment_reason,cogproc,male,female,friend,family,social,sad,anger,anx,negemo,posemo,affect,quant,number,interrog,compare,adj,verb,negate,conj,adverb,auxverb,prep,article,ipron,they,shehe,you,we,i,ppron,pronoun,function,Dic,Sixltr,WPS,Tone,Authentic,Clout,Analytic,WC,n
85642,FrScA-S216-01,3264,2180,0.6678921568627451,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,83.74717833,5,5,M,5,3,4,5,4,4,3,4,4,5,1627.3499,27.122498333333333,-0.12724049254350897,4.6,3.5,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,16.00702702702703,0.22756756756756755,0.1381081081081081,0.1808108108108108,0.1081081081081081,5.371351351351351,0,0.47,0.23459459459459459,1.0472972972972974,3.428108108108108,4.4754054054054055,3.2886486486486484,1.4651351351351352,0.8327027027027026,3.5897297297297297,5.508648648648649,15.86837837837838,1.7405405405405405,6.577297297297298,7.469459459459459,10.03135135135135,11.966216216216216,8.675675675675675,4.78081081081081,1.7024324324324325,0.22297297297297297,0.9821621621621621,0.3537837837837838,4.124054054054054,7.385405405405405,12.166756756756756,54.086216216216215,85.88378378378378,17.993783783783783,14.067027027027027,61.06540540540541,53.972972972972975,40.64054054054054,55.17675675675676,64.78378378378379,37
85644,FrScA-S216-01,2836,2074,0.731311706629055,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,84.98871332,625,328.44,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,890.4333,14.840555,-0.6711183264849133,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,13.387647058823529,0.042352941176470586,0.09000000000000001,0.008529411764705883,0.11941176470588236,4.066764705882353,0.2285294117647059,0.25,0.4573529411764706,1.4438235294117647,7.311470588235294,8.754411764705882,2.133235294117647,0.818529411764706,1.4408823529411765,2.3252941176470587,6.241764705882352,14.562941176470588,1.4194117647058824,6.952058823529412,7.13264705882353,8.960588235294118,10.514117647058823,6.046764705882353,6.338823529411765,1.1808823529411765,0.06352941176470589,1.3773529411764707,0.026470588235294117,3.762058823529412,6.41,12.74764705882353,48.341470588235296,78.24970588235294,14.18264705882353,14.646470588235294,71.82735294117647,38.91029411764706,38.55911764705883,49.55823529411765,70.1470588235294,34
85644,OcnA-S116-01,3413,2639,0.7732200410196308,OcnA,S116,01,ATTEMPTED,NA,79.09715243,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632.4,27.206666666666667,-0.12351328996836332,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,13.387647058823529,0.042352941176470586,0.09000000000000001,0.008529411764705883,0.11941176470588236,4.066764705882353,0.2285294117647059,0.25,0.4573529411764706,1.4438235294117647,7.311470588235294,8.754411764705882,2.133235294117647,0.818529411764706,1.4408823529411765,2.3252941176470587,6.241764705882352,14.562941176470588,1.4194117647058824,6.952058823529412,7.13264705882353,8.960588235294118,10.514117647058823,6.046764705882353,6.338823529411765,1.1808823529411765,0.06352941176470589,1.3773529411764707,0.026470588235294117,3.762058823529412,6.41,12.74764705882353,48.341470588235296,78.24970588235294,14.18264705882353,14.646470588235294,71.82735294117647,38.91029411764706,38.55911764705883,49.55823529411765,70.1470588235294,34
85649,FrScA-S116-01,2790,1971,0.7064516129032258,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,86.98630137,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1464.4668,24.40778,-0.24745559912905907,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,12.238648648648649,0.19864864864864867,0.04162162162162162,0.19297297297297297,0,5.357027027027027,0.016756756756756756,0.045675675675675674,0.30027027027027026,0.66,3.8294594594594593,4.682162162162162,2.1059459459459458,1.0235135135135136,1.806216216216216,2.552972972972973,4.323513513513514,15.23891891891892,0.59,8.183243243243243,10.283243243243243,8.438378378378378,8.632972972972972,6.61027027027027,7.22027027027027,1.2081081081081082,0.19864864864864867,1.2359459459459459,0.197027027027027,7.624324324324324,10.463513513513513,17.684594594594593,52.36081081081081,79.69432432432433,15.872702702702702,14.297567567567567,51.465405405405406,44.71972972972973,39.160000000000004,40.042972972972976,26.054054054054053,37
85650,FrScA-S116-01,8206,4432,0.5400926151596392,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,100,30,30,F,4,3,2,4,4,4,4,4,4,4,2689.1334,44.81889,0.6564038304297058,4,3,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,14.076923076923077,0.14025641025641025,0.2482051282051282,0.17153846153846153,0.3312820512820513,4.187179487179487,0.10256410256410256,0.43743589743589745,0.14512820512820512,1.2412820512820513,6.247948717948717,7.4884615384615385,2.1166666666666667,1.2156410256410257,0.8197435897435897,3.7435897435897436,6.265897435897436,15.04974358974359,1.7235897435897436,5.185641025641026,6.835897435897436,10.511025641025642,13.611025641025641,8.258974358974358,7.276923076923077,0.5392307692307692,0.29743589743589743,0.40307692307692305,0.44794871794871793,4.747692307692308,6.435641025641026,13.731538461538461,53.47,84.18333333333334,21.875384615384615,15.673846153846155,71.62820512820512,43.92948717948718,34.50615384615384,58.23205128205128,63.8974358974359,39
85650,FrScA-S116-01,8206,4432,0.5400926151596392,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,100,30,30,F,4,3,2,4,4,4,4,4,4,4,2689.1334,44.81889,0.6564038304297058,4,3,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85651,FrScA-S116-01,2749,1744,0.6344125136413241,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,64.98858447,30,29.1,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565.7832,9.42972,-0.9107248072954425,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,12.888148148148149,0.3877777777777778,0.040370370370370376,0.07814814814814815,0.04,6.014814814814815,0.035925925925925924,0.3374074074074074,0.055185185185185184,0.6166666666666667,7.796296296296297,8.412222222222223,1.5181481481481482,1.25,1.6166666666666667,2.5225925925925927,4.175185185185185,11.620000000000001,0.9451851851851852,4.668148148148148,6.796296296296297,4.854444444444445,13.471481481481481,9.708518518518519,3.196296296296296,0.6088888888888889,0.27444444444444444,3.64962962962963,0,5.124444444444444,9.656666666666666,12.852962962962962,49.671851851851855,81.53185185185185,22.014074074074074,15.44,67.15851851851852,37.635555555555555,52.75962962962963,72.0411111111111,41.51851851851852,27
85659,FrScA-S116-01,3521,1845,0.5239988639591026,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,5,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,4,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,13.44030303030303,0.543030303030303,0.19484848484848485,0.22212121212121214,0.09757575757575758,5.505757575757576,0,0.40060606060606063,0.2584848484848485,1.6084848484848484,3.928181818181818,5.55969696969697,3.5354545454545456,0.7830303030303031,1.3648484848484848,3.1915151515151514,5.401212121212121,13.768484848484848,0.7833333333333333,6.763333333333334,6.595151515151515,8.504545454545454,11.88,8.463333333333333,5.974545454545455,1.133939393939394,0.5196969696969697,0.6193939393939394,0.36272727272727273,4.365757575757575,7.001515151515152,12.976060606060607,51.9669696969697,82.9769696969697,17.644242424242425,18.543333333333333,53.4669696969697,48.56666666666666,43.946666666666665,60.93090909090909,76.75757575757575,33
85659,FrScA-S216-01,5093,3587,0.7043000196347928,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,67.72009029,5,NA,F,4,3,3,5,4,5,5,5,3,3,816.7002,13.61167,-0.725536694476332,4.2,4,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,13.44030303030303,0.543030303030303,0.19484848484848485,0.22212121212121214,0.09757575757575758,5.505757575757576,0,0.40060606060606063,0.2584848484848485,1.6084848484848484,3.928181818181818,5.55969696969697,3.5354545454545456,0.7830303030303031,1.3648484848484848,3.1915151515151514,5.401212121212121,13.768484848484848,0.7833333333333333,6.763333333333334,6.595151515151515,8.504545454545454,11.88,8.463333333333333,5.974545454545455,1.133939393939394,0.5196969696969697,0.6193939393939394,0.36272727272727273,4.365757575757575,7.001515151515152,12.976060606060607,51.9669696969697,82.9769696969697,17.644242424242425,18.543333333333333,53.4669696969697,48.56666666666666,43.946666666666665,60.93090909090909,76.75757575757575,33
85661,FrScA-S116-02,3143,2707,0.8612790327712376,FrScA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,87.19863014,5,3,M,5,3,4,5,5,5,4,5,3,5,1375.4834,22.924723333333336,-0.31312937937602525,5,4,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,11.254166666666666,0.20277777777777778,0.295,0,0.21861111111111112,4.0938888888888885,0.11499999999999999,0.14305555555555555,0.31222222222222223,1.4619444444444445,4.328055555555555,5.790277777777778,1.8688888888888888,0.6625,0.8908333333333334,2.0919444444444446,4.463611111111111,14.479166666666666,1.0255555555555556,7.024444444444445,6.269722222222222,9.116944444444444,9.618611111111111,5.983611111111111,6.6625,0.5375,0.3819444444444445,0.4786111111111111,0.2261111111111111,4.262222222222222,5.888055555555556,12.550277777777778,47.4975,75.60833333333333,17.235,15.342777777777778,56.72888888888889,34.75,40.47222222222222,50.66388888888889,48.19444444444444,36
85662,FrScA-S116-01,7846,6642,0.8465460107060923,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,NA,30,30,F,5,4,4,5,4,3,5,5,4,4,107.8999,1.7983316666666667,-1.248663425318082,4.7,4.25,3.5,Dropped,Course Unavailable at Local School,12.280000000000001,0,0.9833333333333333,0.9833333333333333,1.3133333333333332,9.379999999999999,0,0.33,0,0.33,4.86,5.19,3.216666666666667,0,1.9666666666666666,1.6433333333333333,3.9033333333333333,20.723333333333333,0.33,7.78,11.283333333333333,12.313333333333333,12.986666666666666,2.9566666666666666,6.16,0,0.6533333333333333,3.5100000000000002,0,7.526666666666667,11.69,17.85333333333333,56.483333333333334,91.92,12.32,12.776666666666666,93.28999999999999,71.77333333333334,51.14666666666667,24.29,62.333333333333336,3
85663,FrScA-S116-01,8668,6886,0.7944162436548223,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,49.31506849,930,597.39,F,5,4,4,5,5,4,4,5,4,5,191.3834,3.1897233333333332,-1.1870488204227014,5,4,4,Approved/Enrolled,Course Unavailable at Local School,13.295333333333334,0.16733333333333333,0,0.023,0,4.936,0.023,0.41533333333333333,0.08666666666666667,0.9046666666666666,4.962,5.92,1.7353333333333334,1.06,1.1546666666666667,1.8273333333333333,3.4183333333333334,12.953666666666667,0.6446666666666667,7.1353333333333335,6.617666666666667,7.895666666666667,13.808666666666667,8.440666666666667,5.703,0.6443333333333333,0.15166666666666667,1.0906666666666667,0.19366666666666665,4.129333333333333,6.211333333333333,11.915333333333333,52.72266666666667,84.63066666666667,21.021,18.287,72.07533333333333,38.18666666666667,46.726,67.19333333333333,62.1,30
85665,FrScA-S116-01,2691,2091,0.7770345596432553,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.80365297,935,828.2,F,4,2,2,3,4,4,4,4,3,3,4046.6159,67.44359833333333,1.658287410896427,3.6,3,3,Approved/Enrolled,Course Unavailable at Local School,13.33925,0.2285,0.119,0,0,5.6565,0.04325,0.40700000000000003,0.07625,0.8805,4.399,5.2805,2.77725,0.5802499999999999,1.3265,2.5865,4.39625,15.6605,0.798,6.4505,6.5565,9.191,10.77725,7.5680000000000005,7.46575,1.70575,0.34750000000000003,1.697,0.276,5.47675,9.504,16.971,53.652,84.18475,17.767,15.49475,64.52925,45.32775,45.45575,47.81225,61.175,40
85668,FrScA-S116-01,3181,2353,0.739704495441685,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,42.69406393,30,29.63,F,3,4,2,3,3,4,3,3,2,2,379.1335,6.3188916666666675,-1.0484807413344002,2.8,2.5,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,13.102857142857143,0.032857142857142856,0.06571428571428571,0.4,0.23,7.780952380952381,0,0,0.2976190476190476,0.5723809523809524,6.586190476190477,7.158571428571428,1.5742857142857143,0.7409523809523809,2.8647619047619046,3.200952380952381,4.424761904761905,16.105714285714285,1.3266666666666667,9.014285714285714,9.453809523809523,8.766666666666667,11.58904761904762,5.185714285714286,6.6,1.2619047619047619,0,2.921904761904762,0.45666666666666667,8.168571428571429,12.81,19.41095238095238,57.08428571428571,84.66904761904762,15.37047619047619,14.346666666666668,85.89857142857143,51.69809523809524,43.403333333333336,32.787619047619046,62.61904761904762,21
85698,FrScA-S116-02,3473,2472,0.7117765620501008,FrScA,S116,02,POINTS EARNED & TOTAL COURSE POINTS,NA,32.5913242,5,5,F,5,4,3,5,4,4,3,3,3,4,1070.2167,17.836945,-0.5384300328969808,4.2,3,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,11.318461538461538,0.07923076923076923,0.6553846153846153,0.12615384615384614,0.7415384615384615,7.336923076923076,0.11307692307692307,0.04,0,0.3507692307692308,4.4653846153846155,4.815384615384615,2.506153846153846,1.0215384615384615,0.8684615384615384,1.3315384615384616,3.289230769230769,12.85,0.8184615384615385,6.936153846153846,7.338461538461538,7.121538461538461,13.866923076923078,5.805384615384615,7.92,0.9607692307692308,0.11923076923076924,3.723076923076923,0.3076923076923077,3.8261538461538462,8.936153846153847,16.856923076923078,53.785384615384615,82.61461538461538,14.141538461538461,21.47769230769231,66.72384615384615,26.133846153846154,60.68538461538461,51.07692307692308,55.61538461538461,13
85700,FrScA-S116-03,4406,3094,0.7022242396731729,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,89.84246575,30,24.7,F,5,4,3,5,5,4,3,5,4,5,787.2831,13.121385,-0.7472478469036726,5,3,4,Approved/Enrolled,Course Unavailable at Local School,12.7471875,0.4734375,0.231875,0,0.275625,5.26375,0.1190625,0.2446875,0.1215625,0.7659375,4.1765625,4.9684375,2.8493749999999998,1.2446875,1.3074999999999999,2.205,4.2075,13.5659375,0.725625,5.771875,5.8325,7.6978124999999995,12.7359375,7.2821875,7.2490625,0.9525,0.3640625,1.1881249999999999,0.411875,3.4684375,6.386875,13.6365625,49.87625,80.98468749999999,19.55875,15.7259375,64.8740625,37.4165625,51.4990625,65.0615625,104.75,32
85701,FrScA-S116-03,2808,2091,0.7446581196581197,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,91.4109589,20,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2381.6998,39.69499666666666,0.42950390654577064,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,14.893061224489795,0.6775510204081633,0.2042857142857143,0.17,0.32020408163265307,5.501836734693877,0.14918367346938777,0.38285714285714284,0.15122448979591838,1.3412244897959185,5.074897959183674,6.415510204081633,2.609387755102041,1.1289795918367347,1.8540816326530611,2.916326530612245,4.521020408163265,15.713469387755103,1.7012244897959183,5.385918367346939,6.378571428571428,8.36591836734694,12.490408163265306,7.104897959183673,7.473061224489796,0.4983673469387755,0.4689795918367347,1.9402040816326531,0.10204081632653061,4.210816326530612,7.221224489795919,14.695102040816327,50.446938775510205,81.43836734693878,17.605918367346938,16.376938775510204,63.75693877551021,48.01755102040816,44.22857142857143,58.91612244897959,87.77551020408163,49
85702,FrScA-S116-03,2836,2488,0.8772919605077574,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,86.52054795,345,300.38,F,5,5,5,5,5,5,5,5,5,5,638.7338,10.645563333333333,-0.8568839597521442,5,5,5,Approved/Enrolled,Course Unavailable at Local School,14.202,0.5254285714285715,0.49342857142857144,0.2282857142857143,0.196,7.561428571428571,0.022285714285714287,0.16428571428571428,0.2517142857142857,1.0817142857142856,5.106,6.187142857142857,2.136,1.7717142857142858,2.4908571428571427,2.640285714285714,5.372285714285714,16.909142857142857,1.207142857142857,7.228571428571429,7.147714285714286,11.490857142857143,12.054571428571428,6.653714285714286,7.319714285714285,1.3105714285714285,0.8220000000000001,2.2914285714285714,0.5317142857142857,2.86,7.815714285714286,15.136571428571429,54.606,85.49942857142857,15.837428571428571,17.337142857142858,69.42714285714285,28.540285714285716,59.55714285714286,43.88514285714286,111.51428571428572,35
85704,FrScA-S116-03,8226,6168,0.74981765134938,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,68.26484018,10,NA,M,3,4,2,3,3,4,4,3,2,2,1376.483,22.94138333333333,-0.3123916292930338,2.8,3,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,15.562758620689655,0.0596551724137931,0.38448275862068965,0.1310344827586207,0.08413793103448276,5.933103448275862,0.19931034482758622,0.07862068965517241,0.24689655172413794,0.7944827586206896,4.241034482758621,5.035862068965518,2.099310344827586,0.9920689655172413,3.063448275862069,2.922068965517241,4.50103448275862,16.615172413793104,1.21,6.35,6.333103448275862,9.590344827586208,13.695862068965518,7.078275862068965,6.597931034482759,0.8189655172413793,0.33620689655172414,2.305862068965517,0.18827586206896552,4.086206896551724,7.736551724137931,14.334827586206897,53.75931034482759,83.51379310344828,19.559310344827587,19.55103448275862,66.50793103448275,46.745862068965515,47.47241379310345,59.040689655172415,95.03448275862068,29
85791,FrScA-S116-01,3800,3302,0.8689473684210526,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,96.80365297,5,NA,M,3,3,3,3,4,3,3,3,2,2,1461.8332,24.363886666666666,-0.24939931523406744,3,3,2.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,14.203809523809523,0.04428571428571429,0.36333333333333334,0.03357142857142857,0.21833333333333332,6.059523809523809,0.15714285714285714,0.48619047619047623,0.21285714285714286,1.7704761904761905,5.977857142857142,7.748571428571428,2.8502380952380952,1.1135714285714287,1.8645238095238095,2.448809523809524,6.140714285714286,17.32095238095238,1.1414285714285715,6.895714285714286,8.804285714285713,10.143333333333333,11.527142857142858,6.126904761904762,6.911904761904762,1.168095238095238,0.16999999999999998,1.5964285714285713,0.15095238095238095,4.676666666666667,7.762380952380952,14.7,52.465714285714284,85.10833333333333,13.649761904761904,12.217857142857143,67.55666666666667,44.197857142857146,44.84452380952381,45.38333333333333,57,42
85792,FrScA-S116-01,4078,3369,0.8261402648357038,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,89.49771689,570,413.5,M,4,4,3,4,4,5,3,5,3,4,1687.3165,28.121941666666665,-0.0829824251898483,4.2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85796,FrScA-S216-01,3219,2667,0.8285181733457595,FrScA,S216,01,POINTS EARNED & TOTAL COURSE POINTS,NA,91.19638826,50,23,M,4,4,3,5,4,4,4,4,3,4,1024.7833,17.079721666666668,-0.571961940280521,4.2,3.5,3.6666666666666665,Approved/Enrolled,Course Unavailable at Local School,15.54076923076923,0.24743589743589745,0.23923076923076922,0.02487179487179487,0.08666666666666667,5.293846153846154,0.029230769230769227,0.20153846153846153,0.023333333333333334,0.6828205128205128,4.97974358974359,5.662307692307692,2.2943589743589743,1.1035897435897437,1.4461538461538461,3.097948717948718,5.1066666666666665,16.58,1.9594871794871795,7.412307692307692,7.192051282051282,9.515128205128205,12.722051282051282,5.92025641025641,6.493846153846154,1.2333333333333334,0.22487179487179487,0.7415384615384616,0.08846153846153847,4.2417948717948715,6.529487179487179,13.024615384615384,51.65051282051282,83.8197435897436,18.813589743589745,18.2674358974359,76.04538461538462,46.08205128205128,37.75102564102564,49.70846153846154,53.58974358974359,39
85865,AnPhA-S116-01,3050,2644,0.8668852459016393,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,52.1712,460,452,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.3,1.5883333333333334,-1.2579627223075627,4.6,4.5,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85866,AnPhA-S116-01,4068,3186,0.7831858407079646,AnPhA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,75.1296,30,NA,M,3,3,3,2,2,4,2,3,2,2,3050.0831,50.83471833333333,0.9228010604524786,2.4,2.5,3,Approved/Enrolled,Learning Preference of the Student,10.746315789473684,0.04,0.04,0.09421052631578948,0,6.153157894736842,0.6347368421052632,0.015789473684210527,0.031052631578947366,0.9021052631578947,3.973684210526316,4.87578947368421,1.5110526315789474,1.6257894736842105,1.9257894736842105,1.5226315789473683,3.6178947368421053,14.678947368421053,0.6163157894736842,6.041578947368421,3.7305263157894735,7.918947368421053,8.283684210526316,6.900526315789474,4.154210526315789,0.9478947368421052,0.08052631578947368,3.141578947368421,0.7773684210526316,3.254736842105263,8.201578947368422,12.354736842105263,43.066315789473684,70.41105263157894,12.350526315789473,10.74736842105263,56.91947368421052,27.16263157894737,62.328947368421055,59.577894736842104,68.73684210526316,19
85867,FrScA-S216-04,2547,2143,0.8413820180604633,FrScA,S216,04,OutcomeDefinition.Total.title,NA,86.20767494,5,5,F,5,3,3,4,5,4,3,4,3,4,1283.4669,21.391115,-0.3810417248257944,4.4,3,3.3333333333333335,Approved/Enrolled,Course Unavailable at Local School,12.808260869565217,0.32913043478260867,0.14434782608695654,0.09630434782608696,0.065,4.8376086956521736,0.18369565217391304,0.29978260869565215,0.33217391304347826,1.5656521739130436,4.078260869565217,5.673913043478261,3.044782608695652,1.1104347826086958,1.3745652173913043,2.9008695652173913,5.625,16.813478260869566,1.0306521739130434,6.939565217391304,8.071521739130436,10.272173913043478,12.141521739130434,6.896086956521739,8.403478260869566,1.1093478260869565,0.3847826086956522,0.8545652173913043,0.5547826086956522,5.230869565217391,8.134565217391305,16.538478260869564,56.365,85.62217391304348,16.92369565217391,15.433043478260869,53.205217391304345,43.34586956521739,41.16086956521739,43.32782608695652,81.21739130434783,46
85889,BioA-S116-01,3838,2248,0.5857217300677436,BioA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,7.580645161,15,NA,F,5,3,4,5,5,4,5,5,5,5,297.5167,4.958611666666667,-1.108717637066195,5,4.5,4,Approved/Enrolled,Learning Preference of the Student,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85891,FrScA-S116-03,3199,2753,0.8605814316974054,FrScA,S116,03,POINTS EARNED & TOTAL COURSE POINTS,NA,85.87442922,125,120,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1784.2506,29.73751,-0.011440668167330985,NA,NA,NA,Approved/Enrolled,Course Unavailable at Local School,15.661621621621622,0.20945945945945946,0.20972972972972972,0,0,4.9905405405405405,0.07513513513513513,0.17216216216216218,0.07540540540540541,0.605945945945946,3.6062162162162164,4.212432432432433,2.443783783783784,1.4783783783783784,1.5543243243243243,2.629189189189189,4.27,14.33108108108108,0.40324324324324323,5.5902702702702705,6.2337837837837835,8.91,12.13027027027027,6.2518918918918915,5.790270270270271,0.7521621621621621,0.41945945945945945,1.4108108108108108,0.03081081081081081,3.98027027027027,6.594324324324324,12.384594594594594,47.8227027027027,80.16081081081082,23.647567567567567,14.954054054054055,68.24297297297298,46.365405405405404,47.9054054054054,61.785135135135135,69.94594594594595,37
85929,FrScA-S116-01,7192,5388,0.7491657397107898,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,85.61643836,345,319.88,M,5,3,3,5,4,4,3,5,3,5,1297.9167,21.631944999999998,-0.3703771178337867,4.1,3,3.1666666666666665,Approved/Enrolled,Learning Preference of the Student,13.629999999999999,0.07108108108108108,0.1589189189189189,0.03648648648648649,0.13756756756756758,5.377027027027027,0,0.524054054054054,0,0.6964864864864865,6.268648648648648,6.964594594594595,1.8494594594594593,1.0727027027027027,1.3921621621621623,2.0235135135135134,3.7791891891891893,14.561351351351352,1.7645945945945947,5.178378378378379,5.166756756756756,9.167027027027027,9.790810810810811,5.811891891891892,5.061351351351351,0.6016216216216216,0.1589189189189189,2.628108108108108,0.12864864864864864,4.127297297297297,7.644864864864865,12.706756756756757,46.91891891891892,75.56054054054054,15.242702702702703,12.31891891891892,67.15837837837837,48.29513513513513,47.053243243243244,54.524054054054055,27.675675675675677,37
85930,FrScA-S116-01,2652,1799,0.6783559577677225,FrScA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,83.78995434,5,5,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1647.2669,27.454448333333335,-0.11254084428126188,NA,NA,NA,Approved/Enrolled,Learning Preference of the Student,14.858205128205128,0.5807692307692307,0.2869230769230769,0.02794871794871795,0.05820512820512821,6.77974358974359,0.02794871794871795,0.31,0.1441025641025641,1.6879487179487178,6.761794871794872,8.45025641025641,1.5507692307692307,0.6056410256410256,1.044102564102564,2.7415384615384615,5.858974358974359,16.842051282051283,1.0297435897435898,9.61051282051282,9.734871794871795,11.253333333333334,8.904102564102564,5.4917948717948715,6.935384615384615,0.7738461538461539,0.751025641025641,1.458974358974359,0.3217948717948718,4.518717948717948,7.823589743589744,14.76,53.524358974358975,83.69846153846154,16.045384615384616,14.859743589743589,64.79179487179488,38.37435897435898,44.58897435897436,33.61769230769231,40.76923076923077,39
85953,PhysA-S116-01,6564,5614,0.8552711761121268,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,95.13888889,140,140.25,F,3,4,2,4,2,4,4,3,3,2,3255.3003,54.255005,1.0742606506198327,3.6666666666666665,3.6666666666666665,3.888888888888889,Approved/Enrolled,Other,17.456,0.196,0.10933333333333332,0,0,5.273333333333333,0,0,0,0,4.4366666666666665,4.4366666666666665,2.3806666666666665,2.320666666666667,2.234,2.75,5.173333333333334,19.32133333333333,0.4033333333333333,6.522,6.275333333333333,12.722666666666667,11.051333333333334,6.204,6.425333333333334,0.398,0.21866666666666665,1.718,2.0486666666666666,2.9753333333333334,7.358,13.782,52.531333333333336,83.70066666666666,23.594,15.209333333333333,71.10266666666666,43.326,59.156,49.11066666666667,57.733333333333334,15
85962,PhysA-S116-01,3254,1828,0.5617701290719115,PhysA,S116,01,POINTS EARNED & TOTAL COURSE POINTS,NA,85.93055556,10,5,F,4,3,3,4,4,4,4,4,3,3,1349.9664,22.49944,-0.3319620813244993,3.8,3.5,3.3333333333333335,Approved/Enrolled,Learning Preference of the Student,17.278125,0.369375,0,0,0,4.189375,0,0,0,0.045,3.988125,4.033125,1.839375,1.338125,1.85,2.05625,3.591875,14.650625,0.675,7.088125,5.941875,9.16375,12.468125,6.753125,7.956875,0.748125,0.369375,0.960625,1.00125,4.29125,7.3706249999999995,15.329375,52.198125,85.8425,24.355625,20.5775,80.285,61.54875,41.17375,53.851875,81.5,16
