opdata_username,opdata_CourseID,Q1MaincellgroupRow1,Q1MaincellgroupRow2,Q1MaincellgroupRow3,Q1MaincellgroupRow4,Q1MaincellgroupRow5,Q1MaincellgroupRow6,Q1MaincellgroupRow7,Q1MaincellgroupRow8,Q1MaincellgroupRow9,Q1MaincellgroupRow10
_49147_1,BioA-S116-01,5,4,4,2,4,3,2,5,4,5
_91173_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_88836_1,FrScA-S116-03,5,5,5,1,5,5,1,5,5,5
_90466_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_84640_1,AnPhA-T116-01,4,4,3,2,4,4,2,4,2,4
_85702_1,FrScA-S116-03,5,5,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,5,3,4,2,5,5,3,5,3,5
_85704_1,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86882_1,FrScA-S116-03,4,5,4,2,4,4,2,4,4,5
_86113_1,BioA-S116-01,4,4,4,2,4,4,2,4,3,4
_49147_1,BioA-S116-01,5,4,3,1,4,4,3,5,4,5
_71434_1,BioA-S116-01,4,3,2,1,5,3,1,5,3,4
_90589_1,FrScA-S116-03,4,2,3,2,4,4,3,4,2,4
_49147_1,BioA-S116-01,4,4,4,1,4,4,2,4,4,4
_76132_1,AnPhA-T116-01,4,4,3,2,4,4,2,4,3,4
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,3,3,1,4,4,2,5,3,5
_84641_1,AnPhA-T116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,4,3,2,4,4,1,4,3,3
_49147_1,BioA-S116-01,5,2,4,5,3,3,3,4,3,4
_91300_1,BioA-S116-01,4,3,2,4,2,4,3,4,2,5
_87163_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_87552_1,BioA-S116-01,4,3,3,3,4,4,3,4,2,5
_85573_1,FrScA-S116-03,4,5,4,1,4,4,1,5,4,4
_91300_1,BioA-S116-01,4,3,2,2,4,5,1,4,4,4
_91351_1,BioA-S116-01,5,3,4,2,4,3,2,4,3,4
_49147_1,BioA-S116-01,4,3,3,2,4,4,3,4,3,3
_86294_1,AnPhA-S116-01,5,5,5,1,5,5,3,5,5,5
_85866_1,AnPhA-S116-01,3,3,3,4,2,4,4,3,2,2
_86488_1,AnPhA-S116-01,4,4,2,3,3,3,3,2,3,3
_89918_1,AnPhA-S116-01,3,2,2,2,4,4,3,4,2,2
_91818_1,OcnA-S116-01,4,2,4,2,4,4,2,4,4,4
_85583_1,AnPhA-S116-01,4,3,3,2,4,4,2,4,3,4
_49147_1,BioA-S116-01,5,5,5,2,5,5,1,5,5,5
_86275_1,AnPhA-S116-01,4,4,3,2,4,4,3,4,4,4
_87865_1,AnPhA-T116-01,4,5,3,3,3,4,2,4,3,4
_88153_1,AnPhA-S116-01,4,3,4,2,4,3,4,5,3,5
_89194_1,AnPhA-S116-01,5,5,5,1,4,4,2,5,5,5
_69937_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_90305_1,AnPhA-S116-01,4,4,3,2,4,4,2,4,3,3
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_86492_1,AnPhA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_60186_1,AnPhA-S116-01,5,4,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_88568_1,BioA-S116-01,4,4,4,1,4,5,2,5,3,4
_49147_1,BioA-S116-01,5,5,3,5,3,4,1,5,4,4
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_91672_1,AnPhA-S116-02,5,4,4,1,5,5,1,5,5,5
_88874_1,FrScA-S116-03,5,4,3,2,4,4,2,4,3,5
_49147_1,BioA-S116-01,4,3,3,2,4,3,2,4,2,4
_91351_1,BioA-S116-01,4,5,3,1,4,5,2,5,3,5
_66862_1,AnPhA-S116-01,4,3,2,2,4,4,2,4,4,4
_90398_1,AnPhA-S116-02,4,3,3,2,4,3,2,4,3,4
_85323_1,FrScA-S116-01,4,3,3,2,4,4,3,4,4,5
_85433_1,FrScA-S116-01,3,4,2,3,3,4,3,3,4,4
_49147_1,BioA-S116-01,3,2,3,3,3,3,3,4,3,3
_88050_1,AnPhA-S116-01,4,4,3,2,4,4,3,4,3,4
_49147_1,BioA-S116-01,5,4,5,2,5,5,2,4,4,5
_88075_1,FrScA-S116-04,3,5,3,2,3,4,3,4,4,4
_91611_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,4,2,3,1,4,2,1,5,2,4
_90095_1,FrScA-S116-01,5,2,4,5,4,2,1,4,2,4
_90855_1,FrScA-S116-03,4,4,3,1,4,4,3,4,4,4
_91818_1,OcnA-S116-01,5,5,3,1,5,5,3,5,5,5
_49147_1,BioA-S116-01,5,3,4,1,5,3,2,5,3,4
_49147_1,BioA-S116-01,5,3,4,2,4,3,2,3,3,4
_49147_1,BioA-S116-01,3,2,2,4,NA,2,3,2,2,2
_90971_1,AnPhA-S116-02,4,5,4,1,5,5,2,4,4,5
_90971_1,AnPhA-S116-02,5,4,3,2,5,5,2,4,3,4
_88886_1,FrScA-S116-03,5,5,5,5,5,5,5,5,5,5
_90097_1,FrScA-S116-03,4,3,3,2,4,4,3,4,3,5
_85539_1,FrScA-S116-01,4,3,3,2,4,3,2,4,3,3
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_89395_1,PhysA-S116-01,4,2,NA,3,4,3,2,3,1,1
_52446_1,PhysA-S116-01,3,3,3,3,3,4,3,3,3,3
_49147_1,BioA-S116-01,4,4,3,1,4,4,2,4,4,5
_84749_1,AnPhA-T116-01,5,4,4,4,4,4,4,5,4,4
_90395_1,AnPhA-S116-02,4,4,4,2,4,4,3,4,4,5
_49147_1,BioA-S116-01,4,4,4,2,5,4,2,5,4,4
_90430_1,BioA-S116-01,5,3,4,1,5,4,2,5,4,5
_90326_1,PhysA-S116-01,5,4,4,1,5,3,1,5,4,5
_49147_1,BioA-S116-01,4,4,3,1,4,4,2,4,3,4
_91067_1,BioA-S116-01,4,3,3,2,4,4,3,4,3,3
_86277_1,AnPhA-S116-01,4,3,4,2,4,4,3,4,4,5
_85791_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_91477_1,FrScA-S116-04,5,5,4,1,4,4,1,5,4,5
_49147_1,BioA-S116-01,5,5,4,1,5,5,2,5,4,5
_85433_1,FrScA-S116-01,5,4,4,1,5,5,1,5,5,5
_85432_1,FrScA-S116-01,5,5,4,1,5,5,2,5,4,5
_49147_1,BioA-S116-01,4,3,4,2,4,3,2,4,3,3
_91821_1,PhysA-S116-01,3,4,2,3,4,5,2,4,4,3
_91818_1,OcnA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_65627_1,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86707_1,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_86815_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,4,4,3,2,3,3,2,4,4,4
_91619_1,AnPhA-S116-02,4,2,2,2,4,4,2,4,4,4
_88307_1,OcnA-S116-03,3,3,3,3,3,4,3,3,4,3
_90399_1,AnPhA-S116-02,4,4,2,3,3,4,4,3,4,4
_49147_1,BioA-S116-01,4,3,3,2,4,4,3,4,4,5
_90372_1,FrScA-S116-03,5,4,3,1,5,5,2,5,5,5
_49147_1,BioA-S116-01,4,4,3,2,4,4,2,4,3,4
_49147_1,BioA-S116-01,5,5,4,1,5,5,2,5,5,5
_85930_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,4,4,1,5,4,5,3,3,4
_49147_1,BioA-S116-01,5,5,4,1,5,5,2,5,5,5
_49147_1,BioA-S116-01,5,5,4,4,5,5,3,5,4,5
_92214_1,FrScA-S116-01,5,5,4,1,4,4,2,4,4,4
_49147_1,BioA-S116-01,4,3,2,2,3,3,3,4,2,3
_49147_1,BioA-S116-01,3,4,4,2,4,5,2,3,3,3
_86286_1,AnPhA-S116-01,5,5,4,1,5,5,1,5,5,5
_86709_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_87579_1,FrScA-S116-01,3,3,3,3,4,4,3,3,2,3
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_91065_1,AnPhA-S116-02,4,4,2,3,3,4,2,3,2,1
_85970_1,AnPhA-S116-01,3,2,3,2,4,4,3,3,4,3
_91634_1,AnPhA-S116-02,5,4,3,1,5,5,1,5,4,5
_55283_1,FrScA-S116-01,4,2,3,2,3,3,3,4,3,4
_53447_1,FrScA-S116-01,4,3,3,2,4,3,3,4,2,5
_49147_1,BioA-S116-01,3,4,3,2,4,5,3,3,3,3
_49147_1,BioA-S116-01,4,4,3,1,4,4,2,4,4,4
_49147_1,BioA-S116-01,5,4,4,1,5,5,3,5,5,4
_92152_1,BioA-S116-01,5,3,3,1,5,4,3,4,3,5
_92152_1,BioA-S116-01,5,5,3,1,4,4,2,5,5,4
_92143_1,FrScA-S116-01,5,3,3,1,4,3,1,5,4,5
_88995_1,AnPhA-T116-01,3,NA,3,3,4,3,3,3,3,4
_49147_1,BioA-S116-01,4,2,2,3,4,3,2,4,2,5
_91771_1,AnPhA-S116-02,4,4,4,2,5,4,2,5,4,5
_90878_1,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,4,3,3,1,5,5,2,5,4,4
_49147_1,BioA-S116-01,5,3,4,2,5,4,2,5,4,5
_91932_1,AnPhA-S116-02,5,4,5,1,5,5,1,5,3,5
_92021_1,OcnA-S116-02,5,5,4,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,4,2,2,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,3,3,1,5,3,1,5,3,5
_88381_1,PhysA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,4,4,1,4,4,1,4,4,5
_49147_1,BioA-S116-01,5,3,3,1,5,4,3,5,3,5
_88501_1,FrScA-S116-01,5,4,3,1,5,3,1,5,3,5
_87489_1,FrScA-S116-01,4,4,3,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,4,4,3,2,4,4,3,4,4,4
_49147_1,BioA-S116-01,4,3,3,2,4,4,1,4,3,4
_49147_1,BioA-S116-01,4,4,4,1,4,4,1,4,4,4
_49147_1,BioA-S116-01,5,3,3,2,4,3,3,4,2,3
_49147_1,BioA-S116-01,3,2,3,2,4,2,1,4,2,3
_49147_1,BioA-S116-01,5,2,3,5,3,2,1,5,4,5
_91319_1,AnPhA-S116-02,4,3,3,2,4,3,3,5,3,4
_49147_1,BioA-S116-01,4,4,5,1,5,5,3,5,3,4
_49147_1,BioA-S116-01,4,4,3,3,3,4,3,4,4,4
_91320_1,AnPhA-S116-02,3,2,3,3,3,1,2,3,2,2
_49147_1,BioA-S116-01,4,2,2,2,4,4,2,4,2,4
_49147_1,BioA-S116-01,5,5,4,1,5,5,1,5,5,5
_91471_1,FrScA-S116-01,4,4,3,2,4,5,1,4,4,5
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,5,3,4,1,5,4,2,5,4,5
_49147_1,BioA-S116-01,5,1,4,5,3,1,1,4,1,5
_49147_1,BioA-S116-01,5,4,3,2,5,3,2,5,3,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_89425_1,PhysA-S116-01,4,2,2,2,3,3,3,4,2,3
_90333_1,PhysA-S116-01,4,2,2,1,5,3,1,5,3,5
_49147_1,BioA-S116-01,5,3,4,1,4,4,NA,4,3,4
_89142_1,AnPhA-S116-01,4,3,3,2,5,5,1,5,4,3
_49147_1,BioA-S116-01,5,4,5,1,5,5,2,5,4,5
_79220_1,AnPhA-S116-02,4,2,2,2,4,3,2,4,2,4
_91175_1,AnPhA-S116-02,5,3,3,1,5,4,3,5,3,5
_49147_1,BioA-S116-01,5,4,3,2,5,5,1,5,4,5
_90956_1,AnPhA-S116-02,4,4,3,2,4,4,2,4,4,3
_49147_1,BioA-S116-01,4,4,4,2,4,4,1,4,3,2
_49147_1,BioA-S116-01,4,4,3,2,4,4,3,4,4,4
_57489_1,PhysA-S116-01,3,2,2,2,4,4,3,4,4,3
_49147_1,BioA-S116-01,5,4,4,1,5,5,2,5,4,5
_89490_1,PhysA-S116-01,5,4,3,1,5,4,1,5,4,5
_85487_1,OcnA-S116-02,4,3,4,2,4,4,2,4,5,4
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_91066_1,BioA-S116-01,4,4,2,4,3,4,3,3,2,3
_89128_1,FrScA-S116-01,4,4,4,2,4,4,2,4,3,4
_91471_1,FrScA-S116-01,4,4,3,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,4,2,3,3,4,2,1,4,4,5
_49147_1,BioA-S116-01,4,4,4,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,4,4,2,1,4,4,2,4,4,5
_85701_1,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_90396_1,AnPhA-S116-02,5,5,3,2,4,5,2,5,4,5
_49147_1,BioA-S116-01,5,3,5,1,5,3,1,5,4,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,3,2,3,3,3,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,5,5,4,1,5,5,1,5,4,5
_76133_1,PhysA-S116-01,5,4,3,2,4,4,2,4,3,4
_91709_1,AnPhA-S116-02,5,4,3,1,5,4,2,5,4,5
_92214_1,FrScA-S116-01,5,4,5,1,5,5,2,5,4,5
_86202_1,BioA-S116-01,4,3,3,1,5,5,2,5,3,5
_86455_1,FrScA-S116-01,5,3,2,1,5,3,1,5,4,5
_86455_1,FrScA-S116-01,4,4,3,2,4,4,2,4,4,4
_49147_1,BioA-S116-01,5,5,4,1,5,5,2,5,5,5
_90995_1,AnPhA-S116-02,5,4,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,4,4,4,2,4,4,1,4,4,4
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_89295_1,PhysA-S116-01,5,3,4,2,4,3,2,4,3,3
_87484_1,FrScA-S116-01,3,4,2,3,3,4,2,3,3,3
_57188_1,AnPhA-S116-02,5,4,4,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,3,3,2,4,3,3,3,3,2,3
_88091_1,PhysA-S116-01,4,2,2,2,3,3,3,4,2,3
_92185_1,AnPhA-S116-02,4,3,3,1,4,4,3,4,3,5
_49147_1,BioA-S116-01,4,5,3,2,4,4,2,4,3,4
_74551_1,PhysA-S116-01,5,2,3,1,5,4,2,5,3,5
_74551_1,PhysA-S116-01,5,5,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,4,3,4,2,5,4,2,4,4,4
_49147_1,BioA-S116-01,5,3,2,3,5,4,2,5,2,4
_49147_1,BioA-S116-01,3,2,1,4,2,1,3,1,1,2
_55140_1,PhysA-S116-01,4,3,3,2,4,3,3,4,2,3
_88409_1,FrScA-S116-03,5,4,4,1,4,3,2,4,3,4
_70192_1,AnPhA-S116-02,4,3,3,2,4,3,3,5,2,5
_49147_1,BioA-S116-01,4,3,3,2,4,4,2,5,3,4
_86314_1,AnPhA-S116-02,3,1,1,3,2,1,4,3,1,2
_55283_1,FrScA-S116-01,4,3,4,2,4,3,2,4,3,3
_87489_1,FrScA-S116-01,4,3,4,2,5,3,3,5,3,5
_49147_1,BioA-S116-01,5,5,5,1,5,5,1,5,5,5
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_85651_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_90253_1,BioA-S116-01,4,3,4,2,4,3,3,4,3,4
_91619_1,AnPhA-S116-02,4,5,5,1,4,5,2,4,4,5
_86794_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86882_1,FrScA-S116-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_56152_1,AnPhA-S116-02,3,2,4,2,5,3,2,5,3,3
_87485_1,FrScA-S116-01,4,3,3,3,3,3,2,3,3,2
_91574_1,AnPhA-S116-02,4,4,3,1,4,4,2,4,3,4
_92510_1,BioA-S116-01,4,3,2,3,3,2,3,4,2,2
_92741_1,PhysA-S116-01,5,4,5,1,5,4,1,5,5,5
_49147_1,BioA-S116-01,4,2,3,2,5,2,2,5,3,5
_86130_1,BioA-S116-01,4,3,3,2,4,3,3,4,3,4
_70068_1,FrScA-S116-03,5,5,5,1,5,5,1,5,5,5
_87914_1,FrScA-S116-01,3,2,3,3,4,3,4,3,3,4
_49147_1,BioA-S116-01,4,4,3,2,4,3,2,4,4,4
_92740_1,PhysA-S116-01,4,2,4,2,4,3,2,4,3,4
@X@user.user_id@X@,@X@course.course_id@X@,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_92604_1,FrScA-S116-03,4,3,3,1,5,4,3,5,4,5
@X@user.user_id@X@,@X@course.course_id@X@,5,4,4,1,4,4,2,4,4,5
_90995_1,BioA-S116-01,4,4,5,2,4,4,3,4,4,5
_49147_1,BioA-S116-01,5,5,5,1,5,5,2,5,5,5
_92604_1,FrScA-S116-03,5,4,4,1,4,4,2,5,4,5
_92725_1,PhysA-S116-01,4,4,3,2,4,4,2,4,4,2
_92724_1,PhysA-S116-01,4,3,2,2,NA,3,NA,4,3,3
_92733_1,PhysA-S116-01,5,3,4,1,4,4,3,4,3,5
_87171_1,PhysA-S116-01,5,4,3,1,5,4,1,5,5,5
_85522_1,PhysA-S116-01,3,2,2,2,3,3,3,4,3,4
_92743_1,PhysA-S116-01,2,2,3,5,3,1,4,1,1,3
_49147_1,BioA-S116-01,3,2,2,3,4,2,4,4,3,3
_92511_1,PhysA-S116-01,5,5,2,1,4,5,2,4,4,4
_79128_1,PhysA-S116-01,4,3,2,1,4,5,2,4,5,3
_89128_1,FrScA-S116-01,5,3,4,1,5,4,1,5,5,5
_92727_1,PhysA-S116-01,4,5,3,1,4,5,2,4,3,4
_90433_1,FrScA-S116-01,4,3,3,2,3,3,4,4,2,3
_92729_1,PhysA-S116-01,3,2,2,2,4,3,2,3,1,2
_91574_1,AnPhA-S116-02,4,3,3,2,4,3,2,4,2,4
_49147_1,BioA-S116-01,5,4,3,2,5,5,2,5,4,4
_92726_1,PhysA-S116-01,5,5,3,2,4,4,3,4,3,4
_92729_1,PhysA-S116-01,4,4,3,2,4,4,2,4,4,4
_79352_1,PhysA-S116-01,5,5,3,1,5,5,1,5,5,5
_92606_1,BioA-S116-01,5,5,4,1,5,5,2,5,5,5
_49147_1,BioA-S116-01,4,4,3,2,4,5,1,4,4,4
_92732_1,PhysA-S116-01,5,3,4,1,4,3,3,5,5,NA
_87955_1,OcnA-T116-01,4,5,3,2,4,5,2,4,4,5
_92633_1,BioA-S116-01,5,3,3,2,4,3,2,4,3,3
_90855_1,FrScA-S116-03,4,4,5,1,4,3,1,4,4,4
_86119_1,AnPhA-S116-01,4,4,3,1,4,4,2,4,4,4
_49147_1,BioA-S116-01,5,4,3,2,4,4,2,4,3,4
_91038_1,PhysA-S116-01,4,4,4,1,4,4,1,4,4,3
_49147_1,BioA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_91574_1,AnPhA-S116-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_49147_1,BioA-S116-01,3,4,2,2,3,4,2,3,3,3
_86105_1,FrScA-S116-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86130_1,BioA-S116-01,5,5,3,1,4,4,3,4,4,4
_87171_1,PhysA-S116-01,4,3,3,2,4,5,2,4,4,4
_49147_1,BioA-S116-01,5,5,5,2,5,4,2,4,4,4
_88568_1,BioA-S116-01,5,5,4,1,5,4,2,5,3,4
_93993_1,BioA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_66689_1,FrScA-S216-01,4,4,3,2,4,4,2,4,3,4
_76840_1,AnPhA-S216-01,4,2,3,2,4,2,1,4,2,2
_94370_1,FrScA-S216-01,4,4,4,1,4,4,2,4,3,4
_66689_1,FrScA-S216-01,5,2,4,1,5,5,2,5,3,5
_71415_1,FrScA-S216-01,5,2,4,1,5,4,1,5,5,5
_87861_1,FrScA-S216-01,4,2,2,3,4,3,3,4,2,2
_86296_1,OcnA-S216-01,4,3,3,2,4,3,2,4,2,5
_94404_1,FrScA-S216-01,5,5,3,1,5,5,2,5,3,5
_76674_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_95165_1,FrScA-S216-01,5,2,5,1,5,4,1,5,5,5
_69743_1,AnPhA-S216-01,5,4,5,1,4,4,1,4,4,5
_94288_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94404_1,FrScA-S216-01,5,4,4,1,4,5,2,5,5,5
_94156_1,FrScA-S216-01,4,4,2,2,4,3,3,4,4,4
_95114_1,AnPhA-S216-01,5,1,4,1,5,4,1,5,2,NA
_94542_1,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94219_1,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94257_1,FrScA-S216-01,4,4,3,1,4,4,2,4,3,4
_69182_1,FrScA-S216-01,5,4,4,1,5,4,1,5,5,5
_95045_1,FrScA-S216-01,4,4,3,2,4,4,2,4,2,4
_94070_1,FrScA-S216-01,3,2,4,3,4,4,4,3,5,4
_94970_1,PhysA-S216-01,5,4,3,1,5,4,2,5,4,5
_88854_1,FrScA-S216-01,4,4,3,2,3,4,2,4,5,4
_67463_1,FrScA-S216-01,4,3,3,2,4,4,3,4,4,5
_94590_1,OcnA-S216-01,5,4,3,1,5,5,2,5,4,5
_94846_1,AnPhA-S216-01,4,2,3,2,4,4,3,3,2,3
_95264_1,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_76673_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_85287_1,FrScA-S216-01,5,4,4,2,5,5,NA,5,4,4
_86490_1,FrScA-S216-01,5,4,4,1,4,4,1,4,4,4
_95264_1,AnPhA-S216-02,5,3,4,1,5,4,2,5,4,5
_89345_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94903_1,AnPhA-S216-02,5,4,4,1,5,4,2,5,3,5
_54567_1,OcnA-S216-02,4,4,3,1,4,4,1,4,4,4
_77190_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_89333_1,FrScA-S216-01,5,3,4,1,5,4,1,5,4,5
_94824_1,FrScA-S216-01,4,3,3,4,4,3,1,4,5,4
_86836_1,FrScA-S216-01,2,2,2,5,3,2,1,2,2,3
_67013_1,AnPhA-S216-01,4,3,4,2,3,3,1,4,3,3
_86942_1,AnPhA-S216-01,5,4,3,1,4,4,2,3,3,5
_88612_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_85659_1,FrScA-S216-01,4,3,3,1,4,5,1,5,3,3
_65116_1,FrScA-S216-01,5,4,4,1,5,4,1,5,5,5
_69397_1,FrScA-S216-01,4,4,3,2,4,5,3,5,3,5
_94805_1,AnPhA-S216-01,5,3,4,1,4,5,1,5,4,4
_94545_1,AnPhA-S216-02,5,5,5,1,5,5,1,5,5,5
_55078_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_95160_1,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94556_1,OcnA-S216-02,3,4,3,2,4,4,3,4,4,4
_94135_1,FrScA-S216-01,5,5,4,1,5,5,2,4,4,5
_95014_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86515_1,FrScA-S216-01,5,4,3,2,4,4,2,5,2,4
_94550_1,AnPhA-S216-02,5,4,4,2,5,5,3,5,4,5
_85796_1,FrScA-S216-01,4,4,3,1,4,4,2,4,3,4
_94240_1,OcnA-S216-02,4,3,2,2,3,3,4,4,1,2
_94717_1,OcnA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_95624_1,OcnA-S216-02,5,3,2,3,4,3,2,4,3,3
_68795_1,FrScA-S216-01,4,4,4,1,4,4,1,5,4,4
_94189_1,PhysA-S216-01,4,4,5,3,4,4,4,3,4,4
_94577_1,OcnA-S216-02,5,5,5,1,5,5,1,5,5,5
_94370_1,FrScA-S216-01,4,4,4,2,4,4,2,4,4,4
_94419_1,FrScA-S216-01,4,3,4,2,4,4,2,4,3,4
_85642_1,FrScA-S216-01,5,3,4,1,4,4,3,4,4,5
_94744_1,OcnA-S216-01,5,3,4,1,5,4,2,5,3,4
_77980_1,FrScA-S216-02,4,3,2,4,4,3,2,4,3,2
_86268_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_88979_1,AnPhA-S216-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_94251_1,PhysA-S216-01,4,5,3,2,4,4,2,4,4,5
_90989_1,FrScA-S216-01,4,2,3,2,4,3,2,3,3,4
_85248_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_86296_1,OcnA-S216-01,4,3,4,2,4,3,2,4,3,4
_94402_1,FrScA-S216-01,4,3,3,2,5,3,1,5,3,5
_95283_1,AnPhA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_85644_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_58168_1,AnPhA-S216-01,5,5,5,NA,5,5,1,5,4,5
_95621_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_95266_1,PhysA-S216-01,5,4,5,1,5,5,2,5,3,5
_88845_1,FrScA-S216-01,4,5,3,2,4,4,2,4,3,3
_76840_1,AnPhA-S216-01,2,2,2,3,4,4,3,4,4,3
_94356_1,FrScA-S216-01,4,3,4,2,4,3,3,4,3,5
_88474_1,OcnA-S216-01,4,4,3,2,4,4,3,4,3,3
_94356_1,FrScA-S216-01,4,3,3,2,4,3,2,4,3,4
_86349_1,FrScA-S216-01,4,4,2,2,3,3,3,4,3,4
_91252_1,OcnA-S216-02,4,3,3,1,5,3,2,5,4,4
_90029_1,FrScA-S216-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
_95017_1,AnPhA-S216-02,3,3,4,3,4,3,3,4,3,4
